time,volume,direction,tollgate_id,time_window,date,week,weekend,hour,minute,day,am_pm,volume_anterior,volume_anterior_2,media_volume_hora_dia,desvio_padrao_hora_dia,min_volume_hora_dia,max_volume_hora_dia,mediana_volume_hora_dia,min_volume_dia_am_pm,max_volume_dia_am_pm,mediana_volume_dia_am_pm,media_volume_dia_am_pm,desvio_padrao_am_pm,media_volume_weekday,min_volume_weekday,max_volume_weekday,desvio_padrao_weekday,mediana_volume_weekday
2016-09-23 10:20:00,80,0,2,"[10:20:00,10:40:00)",2016-09-23,5,0,10,20,23,1,75.0,76.0,70.83333333333333,8.704405015086712,55,80,73.5,0,118,16.0,32.833333333333336,35.88871688985273,89.0,79,99,14.142135623730951,89.0
2016-09-23 10:40:00,72,0,2,"[10:40:00,11:00:00)",2016-09-23,5,0,10,40,23,1,80.0,75.0,70.83333333333333,8.704405015086712,55,80,73.5,0,118,16.0,32.833333333333336,35.88871688985273,68.5,64,73,6.363961030678928,68.5
2016-09-23 11:00:00,52,0,2,"[11:00:00,11:20:00)",2016-09-23,5,0,11,0,23,1,72.0,80.0,52.833333333333336,7.67897562612792,39,62,53.5,0,118,16.0,32.833333333333336,35.88871688985273,72.5,64,81,12.020815280171307,72.5
2016-09-23 11:20:00,57,0,2,"[11:20:00,11:40:00)",2016-09-23,5,0,11,20,23,1,52.0,72.0,52.833333333333336,7.67897562612792,39,62,53.5,0,118,16.0,32.833333333333336,35.88871688985273,68.5,52,85,23.33452377915607,68.5
2016-09-23 11:40:00,53,0,2,"[11:40:00,12:00:00)",2016-09-23,5,0,11,40,23,1,57.0,52.0,52.833333333333336,7.67897562612792,39,62,53.5,0,118,16.0,32.833333333333336,35.88871688985273,62.0,61,63,1.4142135623730951,62.0
2016-09-23 12:00:00,78,0,2,"[12:00:00,12:20:00)",2016-09-23,5,0,12,0,23,0,53.0,57.0,68.66666666666667,12.612163441165304,53,84,69.5,4,110,61.0,55.736111111111114,28.343463392075126,68.5,65,72,4.949747468305833,68.5
2016-09-23 12:20:00,77,0,2,"[12:20:00,12:40:00)",2016-09-23,5,0,12,20,23,0,78.0,53.0,68.66666666666667,12.612163441165304,53,84,69.5,4,110,61.0,55.736111111111114,28.343463392075126,66.5,65,68,2.1213203435596424,66.5
2016-09-23 12:40:00,84,0,2,"[12:40:00,13:00:00)",2016-09-23,5,0,12,40,23,0,77.0,78.0,68.66666666666667,12.612163441165304,53,84,69.5,4,110,61.0,55.736111111111114,28.343463392075126,64.5,63,66,2.1213203435596424,64.5
2016-09-23 13:00:00,78,0,2,"[13:00:00,13:20:00)",2016-09-23,5,0,13,0,23,0,84.0,77.0,75.16666666666667,7.359800721939874,65,83,78.0,4,110,61.0,55.736111111111114,28.343463392075126,65.0,64,66,1.4142135623730951,65.0
2016-09-23 13:20:00,67,0,2,"[13:20:00,13:40:00)",2016-09-23,5,0,13,20,23,0,78.0,84.0,75.16666666666667,7.359800721939874,65,83,78.0,4,110,61.0,55.736111111111114,28.343463392075126,76.0,61,91,21.213203435596427,76.0
2016-09-23 13:40:00,83,0,2,"[13:40:00,14:00:00)",2016-09-23,5,0,13,40,23,0,67.0,78.0,75.16666666666667,7.359800721939874,65,83,78.0,4,110,61.0,55.736111111111114,28.343463392075126,65.5,48,83,24.748737341529164,65.5
2016-09-23 14:00:00,65,0,2,"[14:00:00,14:20:00)",2016-09-23,5,0,14,0,23,0,83.0,67.0,80.5,11.691877522451216,65,95,78.5,4,110,61.0,55.736111111111114,28.343463392075126,66.5,64,69,3.5355339059327378,66.5
2016-09-23 14:20:00,81,0,2,"[14:20:00,14:40:00)",2016-09-23,5,0,14,20,23,0,65.0,83.0,80.5,11.691877522451216,65,95,78.5,4,110,61.0,55.736111111111114,28.343463392075126,69.0,54,84,21.213203435596427,69.0
2016-09-23 14:40:00,93,0,2,"[14:40:00,15:00:00)",2016-09-23,5,0,14,40,23,0,81.0,65.0,80.5,11.691877522451216,65,95,78.5,4,110,61.0,55.736111111111114,28.343463392075126,79.5,65,94,20.506096654409877,79.5
2016-09-23 15:00:00,98,0,2,"[15:00:00,15:20:00)",2016-09-23,5,0,15,0,23,0,93.0,81.0,84.33333333333333,9.43751379689941,74,98,82.5,4,110,61.0,55.736111111111114,28.343463392075126,84.0,74,94,14.142135623730951,84.0
2016-09-23 15:20:00,93,0,2,"[15:20:00,15:40:00)",2016-09-23,5,0,15,20,23,0,98.0,93.0,84.33333333333333,9.43751379689941,74,98,82.5,4,110,61.0,55.736111111111114,28.343463392075126,82.0,61,103,29.698484809834994,82.0
2016-09-23 15:40:00,82,0,2,"[15:40:00,16:00:00)",2016-09-23,5,0,15,40,23,0,93.0,98.0,84.33333333333333,9.43751379689941,74,98,82.5,4,110,61.0,55.736111111111114,28.343463392075126,72.0,69,75,4.242640687119285,72.0
2016-09-23 16:00:00,77,0,2,"[16:00:00,16:20:00)",2016-09-23,5,0,16,0,23,0,82.0,93.0,80.16666666666667,20.46867525431645,61,110,74.5,4,110,61.0,55.736111111111114,28.343463392075126,68.0,60,76,11.313708498984761,68.0
2016-09-23 16:20:00,100,0,2,"[16:20:00,16:40:00)",2016-09-23,5,0,16,20,23,0,77.0,82.0,80.16666666666667,20.46867525431645,61,110,74.5,4,110,61.0,55.736111111111114,28.343463392075126,77.5,63,92,20.506096654409877,77.5
2016-09-23 16:40:00,110,0,2,"[16:40:00,17:00:00)",2016-09-23,5,0,16,40,23,0,100.0,77.0,80.16666666666667,20.46867525431645,61,110,74.5,4,110,61.0,55.736111111111114,28.343463392075126,73.0,72,74,1.4142135623730951,73.0
2016-09-23 17:00:00,95,0,2,"[17:00:00,17:20:00)",2016-09-23,5,0,17,0,23,0,110.0,100.0,80.0,19.544820285692065,54,95,90.0,4,110,61.0,55.736111111111114,28.343463392075126,76.5,69,84,10.606601717798213,76.5
2016-09-23 17:20:00,92,0,2,"[17:20:00,17:40:00)",2016-09-23,5,0,17,20,23,0,95.0,110.0,80.0,19.544820285692065,54,95,90.0,4,110,61.0,55.736111111111114,28.343463392075126,80.0,77,83,4.242640687119285,80.0
2016-09-23 17:40:00,95,0,2,"[17:40:00,18:00:00)",2016-09-23,5,0,17,40,23,0,92.0,95.0,80.0,19.544820285692065,54,95,90.0,4,110,61.0,55.736111111111114,28.343463392075126,64.5,56,73,12.020815280171307,64.5
2016-09-23 18:00:00,80,0,2,"[18:00:00,18:20:00)",2016-09-23,5,0,18,0,23,0,95.0,92.0,62.5,16.306440445419103,45,80,60.5,4,110,61.0,55.736111111111114,28.343463392075126,70.5,70,71,0.7071067811865476,70.5
2016-09-23 18:20:00,71,0,2,"[18:20:00,18:40:00)",2016-09-23,5,0,18,20,23,0,80.0,95.0,62.5,16.306440445419103,45,80,60.5,4,110,61.0,55.736111111111114,28.343463392075126,57.0,48,66,12.727922061357855,57.0
2016-09-23 18:40:00,80,0,2,"[18:40:00,19:00:00)",2016-09-23,5,0,18,40,23,0,71.0,80.0,62.5,16.306440445419103,45,80,60.5,4,110,61.0,55.736111111111114,28.343463392075126,47.5,41,54,9.192388155425117,47.5
2016-09-23 19:00:00,63,0,2,"[19:00:00,19:20:00)",2016-09-23,5,0,19,0,23,0,80.0,71.0,45.5,17.002940922087568,25,63,45.5,4,110,61.0,55.736111111111114,28.343463392075126,39.5,36,43,4.949747468305833,39.5
2016-09-23 19:20:00,57,0,2,"[19:20:00,19:40:00)",2016-09-23,5,0,19,20,23,0,63.0,80.0,45.5,17.002940922087568,25,63,45.5,4,110,61.0,55.736111111111114,28.343463392075126,45.0,44,46,1.4142135623730951,45.0
2016-09-23 19:40:00,62,0,2,"[19:40:00,20:00:00)",2016-09-23,5,0,19,40,23,0,57.0,63.0,45.5,17.002940922087568,25,63,45.5,4,110,61.0,55.736111111111114,28.343463392075126,37.5,36,39,2.1213203435596424,37.5
2016-09-23 20:00:00,40,0,2,"[20:00:00,20:20:00)",2016-09-23,5,0,20,0,23,0,62.0,57.0,35.833333333333336,3.7638632635454043,31,40,35.5,4,110,61.0,55.736111111111114,28.343463392075126,35.5,35,36,0.7071067811865476,35.5
2016-09-23 20:20:00,31,0,2,"[20:20:00,20:40:00)",2016-09-23,5,0,20,20,23,0,40.0,62.0,35.833333333333336,3.7638632635454043,31,40,35.5,4,110,61.0,55.736111111111114,28.343463392075126,32.0,31,33,1.4142135623730951,32.0
2016-09-23 20:40:00,40,0,2,"[20:40:00,21:00:00)",2016-09-23,5,0,20,40,23,0,31.0,40.0,35.833333333333336,3.7638632635454043,31,40,35.5,4,110,61.0,55.736111111111114,28.343463392075126,28.0,25,31,4.242640687119285,28.0
2016-09-23 21:00:00,25,0,2,"[21:00:00,21:20:00)",2016-09-23,5,0,21,0,23,0,40.0,31.0,24.833333333333332,2.9944392908634283,21,29,25.0,4,110,61.0,55.736111111111114,28.343463392075126,31.5,29,34,3.5355339059327378,31.5
2016-09-23 21:20:00,25,0,2,"[21:20:00,21:40:00)",2016-09-23,5,0,21,20,23,0,25.0,40.0,24.833333333333332,2.9944392908634283,21,29,25.0,4,110,61.0,55.736111111111114,28.343463392075126,30.0,29,31,1.4142135623730951,30.0
2016-09-23 21:40:00,27,0,2,"[21:40:00,22:00:00)",2016-09-23,5,0,21,40,23,0,25.0,25.0,24.833333333333332,2.9944392908634283,21,29,25.0,4,110,61.0,55.736111111111114,28.343463392075126,20.0,19,21,1.4142135623730951,20.0
2016-09-23 22:00:00,19,0,2,"[22:00:00,22:20:00)",2016-09-23,5,0,22,0,23,0,27.0,25.0,20.0,8.246211251235321,11,30,18.0,4,110,61.0,55.736111111111114,28.343463392075126,16.0,14,18,2.8284271247461903,16.0
2016-09-23 22:20:00,30,0,2,"[22:20:00,22:40:00)",2016-09-23,5,0,22,20,23,0,19.0,27.0,20.0,8.246211251235321,11,30,18.0,4,110,61.0,55.736111111111114,28.343463392075126,20.0,18,22,2.8284271247461903,20.0
2016-09-23 22:40:00,30,0,2,"[22:40:00,23:00:00)",2016-09-23,5,0,22,40,23,0,30.0,19.0,20.0,8.246211251235321,11,30,18.0,4,110,61.0,55.736111111111114,28.343463392075126,15.5,12,19,4.949747468305833,15.5
2016-09-23 23:00:00,11,0,2,"[23:00:00,23:20:00)",2016-09-23,5,0,23,0,23,0,30.0,30.0,11.333333333333334,5.240865068542279,4,20,11.0,4,110,61.0,55.736111111111114,28.343463392075126,16.5,14,19,3.5355339059327378,16.5
2016-09-23 23:20:00,11,0,2,"[23:20:00,23:40:00)",2016-09-23,5,0,23,20,23,0,11.0,30.0,11.333333333333334,5.240865068542279,4,20,11.0,4,110,61.0,55.736111111111114,28.343463392075126,12.0,6,18,8.48528137423857,12.0
2016-09-23 23:40:00,9,0,2,"[23:40:00,00:00:00)",2016-09-23,5,0,23,40,23,0,11.0,11.0,11.333333333333334,5.240865068542279,4,20,11.0,4,110,61.0,55.736111111111114,28.343463392075126,9.5,7,12,3.5355339059327378,9.5
2016-09-24 00:00:00,2,0,2,"[00:00:00,00:20:00)",2016-09-24,6,1,0,0,24,1,9.0,11.0,2.1666666666666665,1.4719601443879746,0,4,2.5,0,123,28.5,40.666666666666664,42.23709070220054,1.0,0,2,1.4142135623730951,1.0
2016-09-24 00:20:00,1,0,2,"[00:20:00,00:40:00)",2016-09-24,6,1,0,20,24,1,2.0,9.0,2.1666666666666665,1.4719601443879746,0,4,2.5,0,123,28.5,40.666666666666664,42.23709070220054,0.5,0,1,0.7071067811865476,0.5
2016-09-24 00:40:00,3,0,2,"[00:40:00,01:00:00)",2016-09-24,6,1,0,40,24,1,1.0,2.0,2.1666666666666665,1.4719601443879746,0,4,2.5,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 01:00:00,1,0,2,"[01:00:00,01:20:00)",2016-09-24,6,1,1,0,24,1,3.0,1.0,0.6666666666666666,0.816496580927726,0,2,0.5,0,123,28.5,40.666666666666664,42.23709070220054,0.5,0,1,0.7071067811865476,0.5
2016-09-24 01:20:00,0,0,2,"[01:20:00,01:40:00)",2016-09-24,6,1,1,20,24,1,1.0,3.0,0.6666666666666666,0.816496580927726,0,2,0.5,0,123,28.5,40.666666666666664,42.23709070220054,1.0,0,2,1.4142135623730951,1.0
2016-09-24 01:40:00,2,0,2,"[01:40:00,02:00:00)",2016-09-24,6,1,1,40,24,1,0.0,1.0,0.6666666666666666,0.816496580927726,0,2,0.5,0,123,28.5,40.666666666666664,42.23709070220054,1.0,0,2,1.4142135623730951,1.0
2016-09-24 02:00:00,0,0,2,"[02:00:00,02:20:00)",2016-09-24,6,1,2,0,24,1,2.0,0.0,0.0,0.0,0,0,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 02:20:00,0,0,2,"[02:20:00,02:40:00)",2016-09-24,6,1,2,20,24,1,0.0,2.0,0.0,0.0,0,0,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 02:40:00,0,0,2,"[02:40:00,03:00:00)",2016-09-24,6,1,2,40,24,1,0.0,0.0,0.0,0.0,0,0,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 03:00:00,0,0,2,"[03:00:00,03:20:00)",2016-09-24,6,1,3,0,24,1,0.0,0.0,0.0,0.0,0,0,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 03:20:00,0,0,2,"[03:20:00,03:40:00)",2016-09-24,6,1,3,20,24,1,0.0,0.0,0.0,0.0,0,0,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 03:40:00,0,0,2,"[03:40:00,04:00:00)",2016-09-24,6,1,3,40,24,1,0.0,0.0,0.0,0.0,0,0,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 04:00:00,0,0,2,"[04:00:00,04:20:00)",2016-09-24,6,1,4,0,24,1,0.0,0.0,0.3333333333333333,0.5163977794943223,0,1,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 04:20:00,0,0,2,"[04:20:00,04:40:00)",2016-09-24,6,1,4,20,24,1,0.0,0.0,0.3333333333333333,0.5163977794943223,0,1,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 04:40:00,1,0,2,"[04:40:00,05:00:00)",2016-09-24,6,1,4,40,24,1,0.0,0.0,0.3333333333333333,0.5163977794943223,0,1,0.0,0,123,28.5,40.666666666666664,42.23709070220054,0.0,0,0,0.0,0.0
2016-09-24 05:00:00,14,0,2,"[05:00:00,05:20:00)",2016-09-24,6,1,5,0,24,1,1.0,0.0,19.666666666666668,5.887840577551897,14,30,17.5,0,123,28.5,40.666666666666664,42.23709070220054,12.5,11,14,2.1213203435596424,12.5
2016-09-24 05:20:00,17,0,2,"[05:20:00,05:40:00)",2016-09-24,6,1,5,20,24,1,14.0,1.0,19.666666666666668,5.887840577551897,14,30,17.5,0,123,28.5,40.666666666666664,42.23709070220054,12.5,12,13,0.7071067811865476,12.5
2016-09-24 05:40:00,16,0,2,"[05:40:00,06:00:00)",2016-09-24,6,1,5,40,24,1,17.0,14.0,19.666666666666668,5.887840577551897,14,30,17.5,0,123,28.5,40.666666666666664,42.23709070220054,24.0,21,27,4.242640687119285,24.0
2016-09-24 06:00:00,30,0,2,"[06:00:00,06:20:00)",2016-09-24,6,1,6,0,24,1,16.0,17.0,37.333333333333336,9.77070451229934,27,52,35.0,0,123,28.5,40.666666666666664,42.23709070220054,27.5,25,30,3.5355339059327378,27.5
2016-09-24 06:20:00,31,0,2,"[06:20:00,06:40:00)",2016-09-24,6,1,6,20,24,1,30.0,16.0,37.333333333333336,9.77070451229934,27,52,35.0,0,123,28.5,40.666666666666664,42.23709070220054,38.0,36,40,2.8284271247461903,38.0
2016-09-24 06:40:00,45,0,2,"[06:40:00,07:00:00)",2016-09-24,6,1,6,40,24,1,31.0,30.0,37.333333333333336,9.77070451229934,27,52,35.0,0,123,28.5,40.666666666666664,42.23709070220054,55.0,37,73,25.45584412271571,55.0
2016-09-24 07:00:00,46,0,2,"[07:00:00,07:20:00)",2016-09-24,6,1,7,0,24,1,45.0,31.0,88.33333333333333,29.615311355220737,46,123,93.0,0,123,28.5,40.666666666666664,42.23709070220054,86.0,84,88,2.8284271247461903,86.0
2016-09-24 07:20:00,64,0,2,"[07:20:00,07:40:00)",2016-09-24,6,1,7,20,24,1,46.0,45.0,88.33333333333333,29.615311355220737,46,123,93.0,0,123,28.5,40.666666666666664,42.23709070220054,97.0,80,114,24.041630560342615,97.0
2016-09-24 07:40:00,82,0,2,"[07:40:00,08:00:00)",2016-09-24,6,1,7,40,24,1,64.0,46.0,88.33333333333333,29.615311355220737,46,123,93.0,0,123,28.5,40.666666666666664,42.23709070220054,111.5,97,126,20.506096654409877,111.5
2016-09-24 08:00:00,74,0,2,"[08:00:00,08:20:00)",2016-09-24,6,1,8,0,24,1,82.0,64.0,100.5,19.917329138215294,74,122,99.5,0,123,28.5,40.666666666666664,42.23709070220054,123.0,117,129,8.48528137423857,123.0
2016-09-24 08:20:00,86,0,2,"[08:20:00,08:40:00)",2016-09-24,6,1,8,20,24,1,74.0,82.0,100.5,19.917329138215294,74,122,99.5,0,123,28.5,40.666666666666664,42.23709070220054,126.0,122,130,5.656854249492381,126.0
2016-09-24 08:40:00,91,0,2,"[08:40:00,09:00:00)",2016-09-24,6,1,8,40,24,1,86.0,74.0,100.5,19.917329138215294,74,122,99.5,0,123,28.5,40.666666666666664,42.23709070220054,109.5,98,121,16.263455967290593,109.5
2016-09-24 09:00:00,94,0,2,"[09:00:00,09:20:00)",2016-09-24,6,1,9,0,24,1,91.0,86.0,97.16666666666667,11.089033621856624,79,113,98.0,0,123,28.5,40.666666666666664,42.23709070220054,107.5,89,126,26.16295090390226,107.5
2016-09-24 09:20:00,96,0,2,"[09:20:00,09:40:00)",2016-09-24,6,1,9,20,24,1,94.0,91.0,97.16666666666667,11.089033621856624,79,113,98.0,0,123,28.5,40.666666666666664,42.23709070220054,99.0,78,120,29.698484809834994,99.0
2016-09-24 09:40:00,100,0,2,"[09:40:00,10:00:00)",2016-09-24,6,1,9,40,24,1,96.0,94.0,97.16666666666667,11.089033621856624,79,113,98.0,0,123,28.5,40.666666666666664,42.23709070220054,70.0,59,81,15.556349186104045,70.0
2016-09-24 10:00:00,107,0,2,"[10:00:00,10:20:00)",2016-09-24,6,1,10,0,24,1,100.0,96.0,77.33333333333333,17.037214169771616,59,107,73.0,0,123,28.5,40.666666666666664,42.23709070220054,74.5,71,78,4.949747468305833,74.5
2016-09-24 10:20:00,85,0,2,"[10:20:00,10:40:00)",2016-09-24,6,1,10,20,24,1,107.0,100.0,77.33333333333333,17.037214169771616,59,107,73.0,0,123,28.5,40.666666666666664,42.23709070220054,72.5,57,88,21.920310216782973,72.5
2016-09-24 10:40:00,77,0,2,"[10:40:00,11:00:00)",2016-09-24,6,1,10,40,24,1,85.0,107.0,77.33333333333333,17.037214169771616,59,107,73.0,0,123,28.5,40.666666666666664,42.23709070220054,61.5,58,65,4.949747468305833,61.5
2016-09-24 11:00:00,89,0,2,"[11:00:00,11:20:00)",2016-09-24,6,1,11,0,24,1,77.0,85.0,64.5,14.195069566578391,45,89,63.0,0,123,28.5,40.666666666666664,42.23709070220054,57.5,50,65,10.606601717798213,57.5
2016-09-24 11:20:00,61,0,2,"[11:20:00,11:40:00)",2016-09-24,6,1,11,20,24,1,89.0,77.0,64.5,14.195069566578391,45,89,63.0,0,123,28.5,40.666666666666664,42.23709070220054,54.0,47,61,9.899494936611665,54.0
2016-09-24 11:40:00,61,0,2,"[11:40:00,12:00:00)",2016-09-24,6,1,11,40,24,1,61.0,89.0,64.5,14.195069566578391,45,89,63.0,0,123,28.5,40.666666666666664,42.23709070220054,54.0,46,62,11.313708498984761,54.0
2016-09-24 12:00:00,64,0,2,"[12:00:00,12:20:00)",2016-09-24,6,1,12,0,24,0,61.0,61.0,61.166666666666664,11.356349178616634,44,76,60.5,0,97,52.0,48.708333333333336,28.3173353067205,75.0,63,87,16.97056274847714,75.0
2016-09-24 12:20:00,76,0,2,"[12:20:00,12:40:00)",2016-09-24,6,1,12,20,24,0,64.0,61.0,61.166666666666664,11.356349178616634,44,76,60.5,0,97,52.0,48.708333333333336,28.3173353067205,68.5,66,71,3.5355339059327378,68.5
2016-09-24 12:40:00,70,0,2,"[12:40:00,13:00:00)",2016-09-24,6,1,12,40,24,0,76.0,64.0,61.166666666666664,11.356349178616634,44,76,60.5,0,97,52.0,48.708333333333336,28.3173353067205,70.5,69,72,2.1213203435596424,70.5
2016-09-24 13:00:00,67,0,2,"[13:00:00,13:20:00)",2016-09-24,6,1,13,0,24,0,70.0,76.0,72.5,9.710818709048171,57,83,74.5,0,97,52.0,48.708333333333336,28.3173353067205,71.0,61,81,14.142135623730951,71.0
2016-09-24 13:20:00,79,0,2,"[13:20:00,13:40:00)",2016-09-24,6,1,13,20,24,0,67.0,70.0,72.5,9.710818709048171,57,83,74.5,0,97,52.0,48.708333333333336,28.3173353067205,73.0,51,95,31.11269837220809,73.0
2016-09-24 13:40:00,83,0,2,"[13:40:00,14:00:00)",2016-09-24,6,1,13,40,24,0,79.0,67.0,72.5,9.710818709048171,57,83,74.5,0,97,52.0,48.708333333333336,28.3173353067205,65.5,64,67,2.1213203435596424,65.5
2016-09-24 14:00:00,74,0,2,"[14:00:00,14:20:00)",2016-09-24,6,1,14,0,24,0,83.0,79.0,75.16666666666667,14.062953696384936,61,97,70.5,0,97,52.0,48.708333333333336,28.3173353067205,59.0,52,66,9.899494936611665,59.0
2016-09-24 14:20:00,87,0,2,"[14:20:00,14:40:00)",2016-09-24,6,1,14,20,24,0,74.0,83.0,75.16666666666667,14.062953696384936,61,97,70.5,0,97,52.0,48.708333333333336,28.3173353067205,76.0,62,90,19.79898987322333,76.0
2016-09-24 14:40:00,97,0,2,"[14:40:00,15:00:00)",2016-09-24,6,1,14,40,24,0,87.0,74.0,75.16666666666667,14.062953696384936,61,97,70.5,0,97,52.0,48.708333333333336,28.3173353067205,78.0,77,79,1.4142135623730951,78.0
2016-09-24 15:00:00,80,0,2,"[15:00:00,15:20:00)",2016-09-24,6,1,15,0,24,0,97.0,87.0,79.0,10.677078252031311,67,94,76.5,0,97,52.0,48.708333333333336,28.3173353067205,76.5,76,77,0.7071067811865476,76.5
2016-09-24 15:20:00,89,0,2,"[15:20:00,15:40:00)",2016-09-24,6,1,15,20,24,0,80.0,97.0,79.0,10.677078252031311,67,94,76.5,0,97,52.0,48.708333333333336,28.3173353067205,69.0,67,71,2.8284271247461903,69.0
2016-09-24 15:40:00,94,0,2,"[15:40:00,16:00:00)",2016-09-24,6,1,15,40,24,0,89.0,80.0,79.0,10.677078252031311,67,94,76.5,0,97,52.0,48.708333333333336,28.3173353067205,73.0,72,74,1.4142135623730951,73.0
2016-09-24 16:00:00,87,0,2,"[16:00:00,16:20:00)",2016-09-24,6,1,16,0,24,0,94.0,89.0,80.5,7.529940238806679,69,89,81.5,0,97,52.0,48.708333333333336,28.3173353067205,70.0,64,76,8.48528137423857,70.0
2016-09-24 16:20:00,83,0,2,"[16:20:00,16:40:00)",2016-09-24,6,1,16,20,24,0,87.0,94.0,80.5,7.529940238806679,69,89,81.5,0,97,52.0,48.708333333333336,28.3173353067205,80.5,75,86,7.7781745930520225,80.5
2016-09-24 16:40:00,89,0,2,"[16:40:00,17:00:00)",2016-09-24,6,1,16,40,24,0,83.0,87.0,80.5,7.529940238806679,69,89,81.5,0,97,52.0,48.708333333333336,28.3173353067205,86.0,73,99,18.384776310850235,86.0
2016-09-24 17:00:00,71,0,2,"[17:00:00,17:20:00)",2016-09-24,6,1,17,0,24,0,89.0,83.0,73.33333333333333,11.97775716345371,60,89,72.5,0,97,52.0,48.708333333333336,28.3173353067205,78.0,71,85,9.899494936611665,78.0
2016-09-24 17:20:00,89,0,2,"[17:20:00,17:40:00)",2016-09-24,6,1,17,20,24,0,71.0,89.0,73.33333333333333,11.97775716345371,60,89,72.5,0,97,52.0,48.708333333333336,28.3173353067205,69.5,67,72,3.5355339059327378,69.5
2016-09-24 17:40:00,85,0,2,"[17:40:00,18:00:00)",2016-09-24,6,1,17,40,24,0,89.0,71.0,73.33333333333333,11.97775716345371,60,89,72.5,0,97,52.0,48.708333333333336,28.3173353067205,58.0,53,63,7.0710678118654755,58.0
2016-09-24 18:00:00,34,0,2,"[18:00:00,18:20:00)",2016-09-24,6,1,18,0,24,0,85.0,89.0,28.333333333333332,22.55363976538303,0,53,35.5,0,97,52.0,48.708333333333336,28.3173353067205,59.0,55,63,5.656854249492381,59.0
2016-09-24 18:20:00,0,0,2,"[18:20:00,18:40:00)",2016-09-24,6,1,18,20,24,0,34.0,85.0,28.333333333333332,22.55363976538303,0,53,35.5,0,97,52.0,48.708333333333336,28.3173353067205,51.0,50,52,1.4142135623730951,51.0
2016-09-24 18:40:00,1,0,2,"[18:40:00,19:00:00)",2016-09-24,6,1,18,40,24,0,0.0,34.0,28.333333333333332,22.55363976538303,0,53,35.5,0,97,52.0,48.708333333333336,28.3173353067205,48.5,48,49,0.7071067811865476,48.5
2016-09-24 19:00:00,0,0,2,"[19:00:00,19:20:00)",2016-09-24,6,1,19,0,24,0,1.0,0.0,26.5,18.76965636339675,0,51,31.5,0,97,52.0,48.708333333333336,28.3173353067205,39.5,35,44,6.363961030678928,39.5
2016-09-24 19:20:00,9,0,2,"[19:20:00,19:40:00)",2016-09-24,6,1,19,20,24,0,0.0,1.0,26.5,18.76965636339675,0,51,31.5,0,97,52.0,48.708333333333336,28.3173353067205,43.0,37,49,8.48528137423857,43.0
2016-09-24 19:40:00,34,0,2,"[19:40:00,20:00:00)",2016-09-24,6,1,19,40,24,0,9.0,0.0,26.5,18.76965636339675,0,51,31.5,0,97,52.0,48.708333333333336,28.3173353067205,36.5,32,41,6.363961030678928,36.5
2016-09-24 20:00:00,39,0,2,"[20:00:00,20:20:00)",2016-09-24,6,1,20,0,24,0,34.0,9.0,35.5,4.636809247747852,27,40,36.0,0,97,52.0,48.708333333333336,28.3173353067205,45.5,35,56,14.849242404917497,45.5
2016-09-24 20:20:00,35,0,2,"[20:20:00,20:40:00)",2016-09-24,6,1,20,20,24,0,39.0,34.0,35.5,4.636809247747852,27,40,36.0,0,97,52.0,48.708333333333336,28.3173353067205,28.0,21,35,9.899494936611665,28.0
2016-09-24 20:40:00,35,0,2,"[20:40:00,21:00:00)",2016-09-24,6,1,20,40,24,0,35.0,39.0,35.5,4.636809247747852,27,40,36.0,0,97,52.0,48.708333333333336,28.3173353067205,39.5,35,44,6.363961030678928,39.5
2016-09-24 21:00:00,27,0,2,"[21:00:00,21:20:00)",2016-09-24,6,1,21,0,24,0,35.0,35.0,24.833333333333332,5.84522597225006,17,31,27.5,0,97,52.0,48.708333333333336,28.3173353067205,28.5,28,29,0.7071067811865476,28.5
2016-09-24 21:20:00,28,0,2,"[21:20:00,21:40:00)",2016-09-24,6,1,21,20,24,0,27.0,35.0,24.833333333333332,5.84522597225006,17,31,27.5,0,97,52.0,48.708333333333336,28.3173353067205,23.0,20,26,4.242640687119285,23.0
2016-09-24 21:40:00,17,0,2,"[21:40:00,22:00:00)",2016-09-24,6,1,21,40,24,0,28.0,27.0,24.833333333333332,5.84522597225006,17,31,27.5,0,97,52.0,48.708333333333336,28.3173353067205,23.5,23,24,0.7071067811865476,23.5
2016-09-24 22:00:00,19,0,2,"[22:00:00,22:20:00)",2016-09-24,6,1,22,0,24,0,17.0,28.0,19.0,1.5491933384829666,16,20,19.5,0,97,52.0,48.708333333333336,28.3173353067205,24.0,21,27,4.242640687119285,24.0
