time_start,volume,direction,tollgate_id,time_window,date,weekday,weekend,hour,minute,day,am_pm,volume_anterior,volume_anterior_2,media_volume,desvio_padrao
2016-10-11 02:40:00,0,0,2,"[02:40:00,03:00:00)",2016-10-11,2,0,2,40,11,1,0.0,0.0,0.0,0.0
2016-10-11 03:00:00,0,0,2,"[03:00:00,03:20:00)",2016-10-11,2,0,3,0,11,1,0.0,0.0,0.0,0.0
2016-10-11 03:20:00,0,0,2,"[03:20:00,03:40:00)",2016-10-11,2,0,3,20,11,1,0.0,0.0,0.0,0.0
2016-10-11 03:40:00,0,0,2,"[03:40:00,04:00:00)",2016-10-11,2,0,3,40,11,1,0.0,0.0,0.0,0.0
2016-10-11 04:00:00,0,0,2,"[04:00:00,04:20:00)",2016-10-11,2,0,4,0,11,1,0.0,0.0,0.0,0.0
2016-10-11 04:20:00,0,0,2,"[04:20:00,04:40:00)",2016-10-11,2,0,4,20,11,1,0.0,0.0,0.0,0.0
2016-10-11 04:40:00,0,0,2,"[04:40:00,05:00:00)",2016-10-11,2,0,4,40,11,1,0.0,0.0,1.0,2.0
2016-10-11 05:00:00,14,0,2,"[05:00:00,05:20:00)",2016-10-11,2,0,5,0,11,1,0.0,0.0,13.0,5.597618541248888
2016-10-11 05:20:00,9,0,2,"[05:20:00,05:40:00)",2016-10-11,2,0,5,20,11,1,14.0,0.0,16.75,5.795112883571237
2016-10-11 05:40:00,22,0,2,"[05:40:00,06:00:00)",2016-10-11,2,0,5,40,11,1,9.0,14.0,19.5,2.6457513110645907
2016-10-11 06:00:00,25,0,2,"[06:00:00,06:20:00)",2016-10-11,2,0,6,0,11,1,22.0,9.0,27.5,4.041451884327381
2016-10-11 06:20:00,31,0,2,"[06:20:00,06:40:00)",2016-10-11,2,0,6,20,11,1,25.0,22.0,32.25,2.5
2016-10-11 06:40:00,52,0,2,"[06:40:00,07:00:00)",2016-10-11,2,0,6,40,11,1,31.0,25.0,48.75,5.123475382979799
2016-10-11 07:00:00,94,0,2,"[07:00:00,07:20:00)",2016-10-11,2,0,7,0,11,1,52.0,31.0,76.75,18.30072858294627
2016-10-11 07:20:00,109,0,2,"[07:20:00,07:40:00)",2016-10-11,2,0,7,20,11,1,94.0,52.0,92.75,10.904891868637058
2016-10-11 07:40:00,103,0,2,"[07:40:00,08:00:00)",2016-10-11,2,0,7,40,11,1,109.0,94.0,99.25,5.188127472091127
2016-10-11 08:00:00,122,0,2,"[08:00:00,08:20:00)",2016-10-11,2,0,8,0,11,1,103.0,109.0,120.5,6.60807586719967
2016-10-11 08:20:00,106,0,2,"[08:20:00,08:40:00)",2016-10-11,2,0,8,20,11,1,122.0,103.0,116.0,10.36018017861337
2016-10-11 08:40:00,123,0,2,"[08:40:00,09:00:00)",2016-10-11,2,0,8,40,11,1,106.0,122.0,120.5,8.34665601703261
2016-10-11 09:00:00,106,0,2,"[09:00:00,09:20:00)",2016-10-11,2,0,9,0,11,1,123.0,106.0,104.0,7.164728420068224
2016-10-11 09:20:00,92,0,2,"[09:20:00,09:40:00)",2016-10-11,2,0,9,20,11,1,106.0,123.0,92.75,4.272001872658767
2016-10-11 09:40:00,71,0,2,"[09:40:00,10:00:00)",2016-10-11,2,0,9,40,11,1,92.0,106.0,81.5,10.847426730181986
2016-10-11 10:00:00,69,0,2,"[10:00:00,10:20:00)",2016-10-11,2,0,10,0,11,1,71.0,92.0,84.0,11.165422816296148
2016-10-11 10:20:00,55,0,2,"[10:20:00,10:40:00)",2016-10-11,2,0,10,20,11,1,69.0,71.0,65.25,8.616843969807045
2016-10-11 10:40:00,71,0,2,"[10:40:00,11:00:00)",2016-10-11,2,0,10,40,11,1,55.0,69.0,71.25,10.874281585465774
2016-10-11 11:00:00,66,0,2,"[11:00:00,11:20:00)",2016-10-11,2,0,11,0,11,1,71.0,55.0,56.25,9.742518497116988
2016-10-11 11:20:00,71,0,2,"[11:20:00,11:40:00)",2016-10-11,2,0,11,20,11,1,66.0,71.0,54.0,11.803954139750516
2016-10-11 11:40:00,61,0,2,"[11:40:00,12:00:00)",2016-10-11,2,0,11,40,11,1,71.0,66.0,59.0,4.898979485566356
2016-10-11 12:00:00,69,0,2,"[12:00:00,12:20:00)",2016-10-11,2,0,12,0,11,0,61.0,71.0,64.25,10.56330125166055
2016-10-11 12:20:00,63,0,2,"[12:20:00,12:40:00)",2016-10-11,2,0,12,20,11,0,69.0,61.0,74.5,13.916417163432069
2016-10-11 12:40:00,72,0,2,"[12:40:00,13:00:00)",2016-10-11,2,0,12,40,11,0,63.0,69.0,72.25,5.795112883571237
2016-10-11 13:00:00,58,0,2,"[13:00:00,13:20:00)",2016-10-11,2,0,13,0,11,0,72.0,63.0,70.5,9.882644720249063
2016-10-11 13:20:00,52,0,2,"[13:20:00,13:40:00)",2016-10-11,2,0,13,20,11,0,58.0,72.0,75.0,18.65475810617763
2016-10-11 13:40:00,64,0,2,"[13:40:00,14:00:00)",2016-10-11,2,0,13,40,11,0,52.0,58.0,57.5,17.13670524536927
2016-10-11 14:00:00,69,0,2,"[14:00:00,14:20:00)",2016-10-11,2,0,14,0,11,0,64.0,52.0,64.25,13.5
2016-10-11 14:20:00,76,0,2,"[14:20:00,14:40:00)",2016-10-11,2,0,14,20,11,0,69.0,64.0,66.25,9.535023160258534
2016-10-11 14:40:00,70,0,2,"[14:40:00,15:00:00)",2016-10-11,2,0,14,40,11,0,76.0,69.0,69.25,2.217355782608344
2016-10-11 15:00:00,79,0,2,"[15:00:00,15:20:00)",2016-10-11,2,0,15,0,11,0,70.0,76.0,70.75,7.3654599313281155
2016-10-11 15:20:00,87,0,2,"[15:20:00,15:40:00)",2016-10-11,2,0,15,20,11,0,79.0,70.0,79.5,7.937253933193772
2016-10-11 15:40:00,79,0,2,"[15:40:00,16:00:00)",2016-10-11,2,0,15,40,11,0,87.0,79.0,68.0,10.893423092245461
2016-10-11 16:00:00,63,0,2,"[16:00:00,16:20:00)",2016-10-11,2,0,16,0,11,0,79.0,87.0,69.5,9.255628917943215
2016-10-11 16:20:00,79,0,2,"[16:20:00,16:40:00)",2016-10-11,2,0,16,20,11,0,63.0,79.0,71.25,7.5
2016-10-11 16:40:00,74,0,2,"[16:40:00,17:00:00)",2016-10-11,2,0,16,40,11,0,79.0,63.0,76.0,9.055385138137416
2016-10-11 17:00:00,95,0,2,"[17:00:00,17:20:00)",2016-10-11,2,0,17,0,11,0,74.0,79.0,84.75,11.954775893619532
2016-10-11 17:20:00,66,0,2,"[17:20:00,17:40:00)",2016-10-11,2,0,17,20,11,0,95.0,74.0,57.0,27.215191835933595
2016-10-11 17:40:00,76,0,2,"[17:40:00,18:00:00)",2016-10-11,2,0,17,40,11,0,66.0,95.0,71.75,11.236102527122116
2016-10-11 18:00:00,54,0,2,"[18:00:00,18:20:00)",2016-10-11,2,0,18,0,11,0,76.0,66.0,58.25,14.174507634012077
2016-10-11 18:20:00,56,0,2,"[18:20:00,18:40:00)",2016-10-11,2,0,18,20,11,0,54.0,76.0,58.25,4.7871355387816905
2016-10-11 18:40:00,50,0,2,"[18:40:00,19:00:00)",2016-10-11,2,0,18,40,11,0,56.0,54.0,53.0,6.218252702059211
2016-10-11 19:00:00,44,0,2,"[19:00:00,19:20:00)",2016-10-11,2,0,19,0,11,0,50.0,56.0,42.0,15.253414918196734
2016-10-11 19:20:00,28,0,2,"[19:20:00,19:40:00)",2016-10-11,2,0,19,20,11,0,44.0,50.0,30.25,4.573474244670748
2016-10-11 19:40:00,30,0,2,"[19:40:00,20:00:00)",2016-10-11,2,0,19,40,11,0,28.0,44.0,25.25,13.450526631573451
2016-10-11 20:00:00,40,0,2,"[20:00:00,20:20:00)",2016-10-11,2,0,20,0,11,0,30.0,28.0,32.25,13.81725973797506
2016-10-11 20:20:00,24,0,2,"[20:20:00,20:40:00)",2016-10-11,2,0,20,20,11,0,40.0,30.0,21.25,10.688779163215974
2016-10-11 20:40:00,37,0,2,"[20:40:00,21:00:00)",2016-10-11,2,0,20,40,11,0,24.0,40.0,29.75,11.086778913041726
2016-10-11 21:00:00,33,0,2,"[21:00:00,21:20:00)",2016-10-11,2,0,21,0,11,0,37.0,24.0,25.0,9.055385138137417
2016-10-11 21:20:00,28,0,2,"[21:20:00,21:40:00)",2016-10-11,2,0,21,20,11,0,33.0,37.0,19.0,8.755950357709132
2016-10-11 21:40:00,26,0,2,"[21:40:00,22:00:00)",2016-10-11,2,0,21,40,11,0,28.0,33.0,16.75,10.404326023342406
2016-10-11 22:00:00,22,0,2,"[22:00:00,22:20:00)",2016-10-11,2,0,22,0,11,0,26.0,28.0,13.25,10.111874208078342
2016-10-11 22:20:00,19,0,2,"[22:20:00,22:40:00)",2016-10-11,2,0,22,20,11,0,22.0,26.0,11.5,6.557438524302001
2016-10-11 22:40:00,16,0,2,"[22:40:00,23:00:00)",2016-10-11,2,0,22,40,11,0,19.0,22.0,7.75,7.500000000000001
2016-10-11 23:00:00,23,0,2,"[23:00:00,23:20:00)",2016-10-11,2,0,23,0,11,0,16.0,19.0,12.25,7.88986691902975
2016-10-11 23:20:00,8,0,2,"[23:20:00,23:40:00)",2016-10-11,2,0,23,20,11,0,23.0,16.0,9.0,2.160246899469287
2016-10-11 23:40:00,9,0,2,"[23:40:00,00:00:00)",2016-10-11,2,0,23,40,11,0,8.0,23.0,5.25,3.862210075418823
2016-10-12 00:00:00,2,0,2,"[00:00:00,00:20:00)",2016-10-12,3,0,0,0,12,1,9.0,8.0,3.0,1.1547005383792515
2016-10-12 00:20:00,2,0,2,"[00:20:00,00:40:00)",2016-10-12,3,0,0,20,12,1,2.0,9.0,1.75,1.2583057392117918
2016-10-12 00:40:00,1,0,2,"[00:40:00,01:00:00)",2016-10-12,3,0,0,40,12,1,2.0,2.0,1.25,0.5
2016-10-12 01:00:00,0,0,2,"[01:00:00,01:20:00)",2016-10-12,3,0,1,0,12,1,1.0,2.0,0.25,0.5
2016-10-12 01:20:00,0,0,2,"[01:20:00,01:40:00)",2016-10-12,3,0,1,20,12,1,0.0,1.0,0.75,0.9574271077563381
2016-10-12 01:40:00,0,0,2,"[01:40:00,02:00:00)",2016-10-12,3,0,1,40,12,1,0.0,0.0,0.5,0.5773502691896257
2016-10-12 02:00:00,0,0,2,"[02:00:00,02:20:00)",2016-10-12,3,0,2,0,12,1,0.0,0.0,0.25,0.5
2016-10-12 02:20:00,0,0,2,"[02:20:00,02:40:00)",2016-10-12,3,0,2,20,12,1,0.0,0.0,0.0,0.0
2016-10-12 02:40:00,0,0,2,"[02:40:00,03:00:00)",2016-10-12,3,0,2,40,12,1,0.0,0.0,0.0,0.0
2016-10-12 03:00:00,0,0,2,"[03:00:00,03:20:00)",2016-10-12,3,0,3,0,12,1,0.0,0.0,0.25,0.5
2016-10-12 03:20:00,0,0,2,"[03:20:00,03:40:00)",2016-10-12,3,0,3,20,12,1,0.0,0.0,0.0,0.0
2016-10-12 03:40:00,0,0,2,"[03:40:00,04:00:00)",2016-10-12,3,0,3,40,12,1,0.0,0.0,0.0,0.0
2016-10-12 04:00:00,0,0,2,"[04:00:00,04:20:00)",2016-10-12,3,0,4,0,12,1,0.0,0.0,0.0,0.0
2016-10-12 04:20:00,0,0,2,"[04:20:00,04:40:00)",2016-10-12,3,0,4,20,12,1,0.0,0.0,0.0,0.0
2016-10-12 04:40:00,0,0,2,"[04:40:00,05:00:00)",2016-10-12,3,0,4,40,12,1,0.0,0.0,0.0,0.0
2016-10-12 05:00:00,14,0,2,"[05:00:00,05:20:00)",2016-10-12,3,0,5,0,12,1,0.0,0.0,8.5,7.593857166596345
2016-10-12 05:20:00,14,0,2,"[05:20:00,05:40:00)",2016-10-12,3,0,5,20,12,1,14.0,0.0,10.5,7.234178138070235
2016-10-12 05:40:00,15,0,2,"[05:40:00,06:00:00)",2016-10-12,3,0,5,40,12,1,14.0,14.0,11.75,5.678908345800274
2016-10-12 06:00:00,32,0,2,"[06:00:00,06:20:00)",2016-10-12,3,0,6,0,12,1,15.0,14.0,17.25,13.793114224133722
2016-10-12 06:20:00,27,0,2,"[06:20:00,06:40:00)",2016-10-12,3,0,6,20,12,1,32.0,15.0,23.5,16.278820596099706
2016-10-12 06:40:00,45,0,2,"[06:40:00,07:00:00)",2016-10-12,3,0,6,40,12,1,27.0,32.0,33.0,15.811388300841896
2016-10-12 07:00:00,91,0,2,"[07:00:00,07:20:00)",2016-10-12,3,0,7,0,12,1,45.0,27.0,63.5,29.670411748631555
2016-10-12 07:20:00,92,0,2,"[07:20:00,07:40:00)",2016-10-12,3,0,7,20,12,1,91.0,45.0,68.0,29.81051268708183
2016-10-12 07:40:00,119,0,2,"[07:40:00,08:00:00)",2016-10-12,3,0,7,40,12,1,92.0,91.0,74.0,41.432676315520176
2016-10-12 08:00:00,129,0,2,"[08:00:00,08:20:00)",2016-10-12,3,0,8,0,12,1,119.0,92.0,81.25,54.02699942312794
2016-10-12 08:20:00,124,0,2,"[08:20:00,08:40:00)",2016-10-12,3,0,8,20,12,1,129.0,119.0,80.75,52.46824436425014
2016-10-12 08:40:00,114,0,2,"[08:40:00,09:00:00)",2016-10-12,3,0,8,40,12,1,124.0,129.0,82.25,38.78466191679386
2016-10-12 09:00:00,112,0,2,"[09:00:00,09:20:00)",2016-10-12,3,0,9,0,12,1,114.0,124.0,88.5,35.89336057453151
2016-10-12 09:20:00,108,0,2,"[09:20:00,09:40:00)",2016-10-12,3,0,9,20,12,1,112.0,114.0,82.75,40.011456692635754
2016-10-12 09:40:00,86,0,2,"[09:40:00,10:00:00)",2016-10-12,3,0,9,40,12,1,108.0,112.0,69.5,32.64455033641399
2016-10-12 10:00:00,78,0,2,"[10:00:00,10:20:00)",2016-10-12,3,0,10,0,12,1,86.0,108.0,58.75,26.949025956423732
2016-10-12 10:20:00,61,0,2,"[10:20:00,10:40:00)",2016-10-12,3,0,10,20,12,1,78.0,86.0,51.25,26.28529373369578
2016-10-12 10:40:00,68,0,2,"[10:40:00,11:00:00)",2016-10-12,3,0,10,40,12,1,61.0,78.0,54.5,28.02974610421341
2016-10-12 11:00:00,54,0,2,"[11:00:00,11:20:00)",2016-10-12,3,0,11,0,12,1,68.0,61.0,45.25,21.313141485947114
2016-10-12 11:20:00,56,0,2,"[11:20:00,11:40:00)",2016-10-12,3,0,11,20,12,1,54.0,68.0,42.0,20.768565991260285
2016-10-12 11:40:00,44,0,2,"[11:40:00,12:00:00)",2016-10-12,3,0,11,40,12,1,56.0,54.0,38.75,20.12254125767088
2016-10-12 12:00:00,60,0,2,"[12:00:00,12:20:00)",2016-10-12,3,0,12,0,12,0,44.0,56.0,51.25,22.23173407541571
2016-10-12 12:20:00,72,0,2,"[12:20:00,12:40:00)",2016-10-12,3,0,12,20,12,0,60.0,44.0,43.0,25.534290669607408
2016-10-12 12:40:00,58,0,2,"[12:40:00,13:00:00)",2016-10-12,3,0,12,40,12,0,72.0,60.0,47.0,21.432063207571346
2016-10-12 13:00:00,77,0,2,"[13:00:00,13:20:00)",2016-10-12,3,0,13,0,12,0,58.0,72.0,64.5,31.075177661063606
2016-10-12 13:20:00,65,0,2,"[13:20:00,13:40:00)",2016-10-12,3,0,13,20,12,0,77.0,58.0,55.5,27.160019636713567
2016-10-12 13:40:00,72,0,2,"[13:40:00,14:00:00)",2016-10-12,3,0,13,40,12,0,65.0,77.0,54.75,26.849891371599004
2016-10-12 14:00:00,68,0,2,"[14:00:00,14:20:00)",2016-10-12,3,0,14,0,12,0,72.0,65.0,58.75,31.489416211377012
2016-10-12 14:20:00,79,0,2,"[14:20:00,14:40:00)",2016-10-12,3,0,14,20,12,0,68.0,72.0,60.25,30.03747659175118
2016-10-12 14:40:00,68,0,2,"[14:40:00,15:00:00)",2016-10-12,3,0,14,40,12,0,79.0,68.0,47.25,28.30047113859885
2016-10-12 15:00:00,62,0,2,"[15:00:00,15:20:00)",2016-10-12,3,0,15,0,12,0,68.0,79.0,51.5,27.23355773061365
2016-10-12 15:20:00,79,0,2,"[15:20:00,15:40:00)",2016-10-12,3,0,15,20,12,0,62.0,68.0,61.0,31.11269837220809
2016-10-12 15:40:00,72,0,2,"[15:40:00,16:00:00)",2016-10-12,3,0,15,40,12,0,79.0,62.0,54.25,30.576407026769292
2016-10-12 16:00:00,71,0,2,"[16:00:00,16:20:00)",2016-10-12,3,0,16,0,12,0,72.0,79.0,52.5,23.951339558919592
2016-10-12 16:20:00,66,0,2,"[16:20:00,16:40:00)",2016-10-12,3,0,16,20,12,0,71.0,72.0,59.25,21.884164746836163
2016-10-12 16:40:00,82,0,2,"[16:40:00,17:00:00)",2016-10-12,3,0,16,40,12,0,66.0,71.0,80.25,14.568802284333467
2016-10-12 17:00:00,81,0,2,"[17:00:00,17:20:00)",2016-10-12,3,0,17,0,12,0,82.0,66.0,78.25,15.195942440884233
2016-10-12 17:20:00,82,0,2,"[17:20:00,17:40:00)",2016-10-12,3,0,17,20,12,0,81.0,82.0,73.5,11.846237095944574
2016-10-12 17:40:00,76,0,2,"[17:40:00,18:00:00)",2016-10-12,3,0,17,40,12,0,82.0,81.0,73.0,8.286535263104035
2016-10-12 18:00:00,66,0,2,"[18:00:00,18:20:00)",2016-10-12,3,0,18,0,12,0,76.0,82.0,58.0,10.61445555206044
2016-10-12 18:20:00,66,0,2,"[18:20:00,18:40:00)",2016-10-12,3,0,18,20,12,0,66.0,76.0,61.5,9.0
2016-10-12 18:40:00,55,0,2,"[18:40:00,19:00:00)",2016-10-12,3,0,18,40,12,0,66.0,66.0,53.0,3.1622776601683795
2016-10-12 19:00:00,44,0,2,"[19:00:00,19:20:00)",2016-10-12,3,0,19,0,12,0,55.0,66.0,45.25,2.7537852736430506
2016-10-12 19:20:00,46,0,2,"[19:20:00,19:40:00)",2016-10-12,3,0,19,20,12,0,44.0,55.0,43.5,8.34665601703261
2016-10-12 19:40:00,22,0,2,"[19:40:00,20:00:00)",2016-10-12,3,0,19,40,12,0,46.0,44.0,34.75,10.996211468804457
2016-10-12 20:00:00,31,0,2,"[20:00:00,20:20:00)",2016-10-12,3,0,20,0,12,0,22.0,46.0,35.5,9.882644720249063
2016-10-12 20:20:00,31,0,2,"[20:20:00,20:40:00)",2016-10-12,3,0,20,20,12,0,31.0,22.0,30.25,9.810708435174291
2016-10-12 20:40:00,33,0,2,"[20:40:00,21:00:00)",2016-10-12,3,0,20,40,12,0,31.0,31.0,28.0,3.915780041490243
2016-10-12 21:00:00,36,0,2,"[21:00:00,21:20:00)",2016-10-12,3,0,21,0,12,0,33.0,31.0,28.5,6.757711644237764
2016-10-12 21:20:00,15,0,2,"[21:20:00,21:40:00)",2016-10-12,3,0,21,20,12,0,36.0,33.0,24.25,10.750968948580091
2016-10-12 21:40:00,26,0,2,"[21:40:00,22:00:00)",2016-10-12,3,0,21,40,12,0,15.0,36.0,17.75,12.284814474246922
2016-10-12 22:00:00,22,0,2,"[22:00:00,22:20:00)",2016-10-12,3,0,22,0,12,0,26.0,15.0,16.0,10.954451150103322
2016-10-12 22:20:00,12,0,2,"[22:20:00,22:40:00)",2016-10-12,3,0,22,20,12,0,22.0,26.0,11.25,8.616843969807043
2016-10-12 22:40:00,15,0,2,"[22:40:00,23:00:00)",2016-10-12,3,0,22,40,12,0,12.0,22.0,13.25,3.593976442141304
2016-10-12 23:00:00,14,0,2,"[23:00:00,23:20:00)",2016-10-12,3,0,23,0,12,0,15.0,12.0,10.5,4.654746681256314
2016-10-12 23:20:00,9,0,2,"[23:20:00,23:40:00)",2016-10-12,3,0,23,20,12,0,14.0,15.0,4.25,3.947573094109004
2016-10-12 23:40:00,6,0,2,"[23:40:00,00:00:00)",2016-10-12,3,0,23,40,12,0,9.0,14.0,4.75,4.112987559751022
2016-10-13 00:00:00,7,0,2,"[00:00:00,00:20:00)",2016-10-13,4,0,0,0,13,1,6.0,9.0,2.25,3.2015621187164243
2016-10-13 00:20:00,2,0,2,"[00:20:00,00:40:00)",2016-10-13,4,0,0,20,13,1,7.0,6.0,1.75,1.707825127659933
2016-10-13 00:40:00,0,0,2,"[00:40:00,01:00:00)",2016-10-13,4,0,0,40,13,1,2.0,7.0,0.0,0.0
2016-10-13 01:00:00,0,0,2,"[01:00:00,01:20:00)",2016-10-13,4,0,1,0,13,1,0.0,2.0,0.75,1.5
2016-10-13 01:20:00,3,0,2,"[01:20:00,01:40:00)",2016-10-13,4,0,1,20,13,1,0.0,0.0,1.25,1.5
2016-10-13 01:40:00,1,0,2,"[01:40:00,02:00:00)",2016-10-13,4,0,1,40,13,1,3.0,0.0,0.25,0.5
2016-10-13 02:00:00,0,0,2,"[02:00:00,02:20:00)",2016-10-13,4,0,2,0,13,1,1.0,3.0,0.0,0.0
2016-10-13 02:20:00,0,0,2,"[02:20:00,02:40:00)",2016-10-13,4,0,2,20,13,1,0.0,1.0,0.0,0.0
2016-10-13 02:40:00,0,0,2,"[02:40:00,03:00:00)",2016-10-13,4,0,2,40,13,1,0.0,0.0,0.0,0.0
2016-10-13 03:00:00,1,0,2,"[03:00:00,03:20:00)",2016-10-13,4,0,3,0,13,1,0.0,0.0,0.25,0.5
2016-10-13 03:20:00,0,0,2,"[03:20:00,03:40:00)",2016-10-13,4,0,3,20,13,1,1.0,0.0,0.0,0.0
2016-10-13 03:40:00,0,0,2,"[03:40:00,04:00:00)",2016-10-13,4,0,3,40,13,1,0.0,1.0,0.0,0.0
2016-10-13 04:00:00,0,0,2,"[04:00:00,04:20:00)",2016-10-13,4,0,4,0,13,1,0.0,0.0,0.0,0.0
2016-10-13 04:20:00,2,0,2,"[04:20:00,04:40:00)",2016-10-13,4,0,4,20,13,1,0.0,0.0,0.5,1.0
2016-10-13 04:40:00,0,0,2,"[04:40:00,05:00:00)",2016-10-13,4,0,4,40,13,1,2.0,0.0,0.25,0.5
2016-10-13 05:00:00,19,0,2,"[05:00:00,05:20:00)",2016-10-13,4,0,5,0,13,1,0.0,2.0,15.0,4.08248290463863
2016-10-13 05:20:00,21,0,2,"[05:20:00,05:40:00)",2016-10-13,4,0,5,20,13,1,19.0,0.0,16.0,5.597618541248888
2016-10-13 05:40:00,14,0,2,"[05:40:00,06:00:00)",2016-10-13,4,0,5,40,13,1,21.0,19.0,15.5,4.203173404306164
2016-10-13 06:00:00,23,0,2,"[06:00:00,06:20:00)",2016-10-13,4,0,6,0,13,1,14.0,21.0,22.25,6.18465843842649
2016-10-13 06:20:00,54,0,2,"[06:20:00,06:40:00)",2016-10-13,4,0,6,20,13,1,23.0,14.0,30.5,17.13670524536927
2016-10-13 06:40:00,66,0,2,"[06:40:00,07:00:00)",2016-10-13,4,0,6,40,13,1,54.0,23.0,44.5,14.910846164230028
2016-10-13 07:00:00,91,0,2,"[07:00:00,07:20:00)",2016-10-13,4,0,7,0,13,1,66.0,54.0,76.75,10.04572877727976
2016-10-13 07:20:00,107,0,2,"[07:20:00,07:40:00)",2016-10-13,4,0,7,20,13,1,91.0,66.0,86.75,15.195942440884233
2016-10-13 07:40:00,145,0,2,"[07:40:00,08:00:00)",2016-10-13,4,0,7,40,13,1,107.0,91.0,111.25,24.540782383616055
2016-10-13 08:00:00,112,0,2,"[08:00:00,08:20:00)",2016-10-13,4,0,8,0,13,1,145.0,107.0,107.25,3.593976442141305
2016-10-13 08:20:00,121,0,2,"[08:20:00,08:40:00)",2016-10-13,4,0,8,20,13,1,112.0,145.0,112.75,10.53169818531972
2016-10-13 08:40:00,121,0,2,"[08:40:00,09:00:00)",2016-10-13,4,0,8,40,13,1,121.0,112.0,110.5,8.812869377601524
2016-10-13 09:00:00,127,0,2,"[09:00:00,09:20:00)",2016-10-13,4,0,9,0,13,1,121.0,121.0,116.25,14.174507634012079
2016-10-13 09:20:00,101,0,2,"[09:20:00,09:40:00)",2016-10-13,4,0,9,20,13,1,127.0,121.0,98.0,11.74734012447073
2016-10-13 09:40:00,77,0,2,"[09:40:00,10:00:00)",2016-10-13,4,0,9,40,13,1,101.0,127.0,74.0,7.2571803523590805
2016-10-13 10:00:00,69,0,2,"[10:00:00,10:20:00)",2016-10-13,4,0,10,0,13,1,77.0,101.0,78.0,6.377042156569663
2016-10-13 10:20:00,75,0,2,"[10:20:00,10:40:00)",2016-10-13,4,0,10,20,13,1,69.0,77.0,66.25,16.80029761641144
2016-10-13 10:40:00,76,0,2,"[10:40:00,11:00:00)",2016-10-13,4,0,10,40,13,1,75.0,69.0,65.5,16.278820596099706
2016-10-13 11:00:00,77,0,2,"[11:00:00,11:20:00)",2016-10-13,4,0,11,0,13,1,76.0,75.0,58.75,13.250786140200638
2016-10-13 11:20:00,65,0,2,"[11:20:00,11:40:00)",2016-10-13,4,0,11,20,13,1,77.0,76.0,51.5,9.678154093971983
2016-10-13 11:40:00,60,0,2,"[11:40:00,12:00:00)",2016-10-13,4,0,11,40,13,1,65.0,77.0,56.25,7.67571929311297
2016-10-13 12:00:00,71,0,2,"[12:00:00,12:20:00)",2016-10-13,4,0,12,0,13,0,60.0,65.0,62.75,10.404326023342406
2016-10-13 12:20:00,68,0,2,"[12:20:00,12:40:00)",2016-10-13,4,0,12,20,13,0,71.0,60.0,63.5,13.025615788386615
2016-10-13 12:40:00,70,0,2,"[12:40:00,13:00:00)",2016-10-13,4,0,12,40,13,0,68.0,71.0,66.75,7.135591542869215
2016-10-13 13:00:00,73,0,2,"[13:00:00,13:20:00)",2016-10-13,4,0,13,0,13,0,70.0,68.0,68.75,6.849574196011505
2016-10-13 13:20:00,76,0,2,"[13:20:00,13:40:00)",2016-10-13,4,0,13,20,13,0,73.0,70.0,67.5,11.357816691600549
2016-10-13 13:40:00,80,0,2,"[13:40:00,14:00:00)",2016-10-13,4,0,13,40,13,0,76.0,73.0,72.0,9.626352718795768
2016-10-13 14:00:00,86,0,2,"[14:00:00,14:20:00)",2016-10-13,4,0,14,0,13,0,80.0,76.0,69.5,11.210114480533491
2016-10-13 14:20:00,81,0,2,"[14:20:00,14:40:00)",2016-10-13,4,0,14,20,13,0,86.0,80.0,69.0,8.755950357709132
2016-10-13 14:40:00,83,0,2,"[14:40:00,15:00:00)",2016-10-13,4,0,14,40,13,0,81.0,86.0,72.25,12.579745625409124
2016-10-13 15:00:00,91,0,2,"[15:00:00,15:20:00)",2016-10-13,4,0,15,0,13,0,83.0,81.0,76.75,12.526638282742368
2016-10-13 15:20:00,78,0,2,"[15:20:00,15:40:00)",2016-10-13,4,0,15,20,13,0,91.0,83.0,77.0,2.7080128015453213
2016-10-13 15:40:00,72,0,2,"[15:40:00,16:00:00)",2016-10-13,4,0,15,40,13,0,78.0,91.0,74.5,7.047458170621991
2016-10-13 16:00:00,81,0,2,"[16:00:00,16:20:00)",2016-10-13,4,0,16,0,13,0,72.0,78.0,67.25,12.499999999999998
2016-10-13 16:20:00,79,0,2,"[16:20:00,16:40:00)",2016-10-13,4,0,16,20,13,0,81.0,72.0,79.25,10.65754818583211
2016-10-13 16:40:00,74,0,2,"[16:40:00,17:00:00)",2016-10-13,4,0,16,40,13,0,79.0,81.0,82.75,10.372238588334405
2016-10-13 17:00:00,77,0,2,"[17:00:00,17:20:00)",2016-10-13,4,0,17,0,13,0,74.0,79.0,75.75,3.201562118716425
2016-10-13 17:20:00,80,0,2,"[17:20:00,17:40:00)",2016-10-13,4,0,17,20,13,0,77.0,74.0,70.75,10.045728777279757
2016-10-13 17:40:00,80,0,2,"[17:40:00,18:00:00)",2016-10-13,4,0,17,40,13,0,80.0,77.0,71.75,5.909032633745278
2016-10-13 18:00:00,73,0,2,"[18:00:00,18:20:00)",2016-10-13,4,0,18,0,13,0,80.0,80.0,68.0,15.68438714135812
2016-10-13 18:20:00,70,0,2,"[18:20:00,18:40:00)",2016-10-13,4,0,18,20,13,0,73.0,80.0,58.75,16.09088769044973
