time,tollgate_id,direction,time_window,volume,week
2016-10-24 07:40:00,2,0,"[07:40:00,08:00:00)",123,0
2016-10-24 07:40:00,3,0,"[07:40:00,08:00:00)",171,0
2016-10-24 07:40:00,3,1,"[07:40:00,08:00:00)",99,0
2016-10-24 15:00:00,1,0,"[15:00:00,15:20:00)",50,0
2016-10-24 15:00:00,1,1,"[15:00:00,15:20:00)",82,0
2016-10-24 15:00:00,2,0,"[15:00:00,15:20:00)",67,0
2016-10-24 15:00:00,3,0,"[15:00:00,15:20:00)",141,0
2016-10-24 15:00:00,3,1,"[15:00:00,15:20:00)",80,0
2016-10-24 15:20:00,1,0,"[15:20:00,15:40:00)",47,0
2016-10-24 15:20:00,1,1,"[15:20:00,15:40:00)",80,0
2016-10-24 15:20:00,2,0,"[15:20:00,15:40:00)",73,0
2016-10-24 15:20:00,3,0,"[15:20:00,15:40:00)",105,0
2016-10-24 15:20:00,3,1,"[15:20:00,15:40:00)",102,0
2016-10-24 15:40:00,1,0,"[15:40:00,16:00:00)",26,0
2016-10-24 15:40:00,1,1,"[15:40:00,16:00:00)",103,0
2016-10-24 15:40:00,2,0,"[15:40:00,16:00:00)",71,0
2016-10-24 15:40:00,3,0,"[15:40:00,16:00:00)",105,0
2016-10-24 15:40:00,3,1,"[15:40:00,16:00:00)",71,0
2016-10-24 16:00:00,1,0,"[16:00:00,16:20:00)",49,0
2016-10-24 16:00:00,1,1,"[16:00:00,16:20:00)",99,0
2016-10-24 16:00:00,2,0,"[16:00:00,16:20:00)",69,0
2016-10-24 16:00:00,3,0,"[16:00:00,16:20:00)",115,0
2016-10-24 16:00:00,3,1,"[16:00:00,16:20:00)",101,0
2016-10-24 16:20:00,1,0,"[16:20:00,16:40:00)",50,0
2016-10-24 16:20:00,1,1,"[16:20:00,16:40:00)",108,0
2016-10-24 16:20:00,2,0,"[16:20:00,16:40:00)",75,0
2016-10-24 16:20:00,3,0,"[16:20:00,16:40:00)",100,0
2016-10-24 16:20:00,3,1,"[16:20:00,16:40:00)",80,0
2016-10-24 16:40:00,1,0,"[16:40:00,17:00:00)",44,0
2016-10-24 16:40:00,1,1,"[16:40:00,17:00:00)",103,0
2016-10-24 16:40:00,2,0,"[16:40:00,17:00:00)",80,0
2016-10-24 16:40:00,3,0,"[16:40:00,17:00:00)",130,0
2016-10-24 16:40:00,3,1,"[16:40:00,17:00:00)",81,0
