time,tollgate_id,direction,time_window,volume
2016-10-31 16:20:00,1,0,"[16:20:00,16:40:00)",89
2016-10-31 16:20:00,1,1,"[16:20:00,16:40:00)",99
2016-10-31 16:20:00,2,0,"[16:20:00,16:40:00)",12
2016-10-31 16:20:00,3,0,"[16:20:00,16:40:00)",105
2016-10-31 16:20:00,3,1,"[16:20:00,16:40:00)",86
2016-10-31 16:40:00,1,0,"[16:40:00,17:00:00)",88
2016-10-31 16:40:00,1,1,"[16:40:00,17:00:00)",97
2016-10-31 16:40:00,2,0,"[16:40:00,17:00:00)",17
2016-10-31 16:40:00,3,0,"[16:40:00,17:00:00)",102
2016-10-31 16:40:00,3,1,"[16:40:00,17:00:00)",66
