,date,min_volume_weekday,max_volume_weekday,mediana_volume_weekday,media_volume_weekday,desvio_padrao_weekday
5321,2016-09-27,51,79,65.0,65.0,19.79898987322333
5322,2016-09-27,113,113,113.0,113.0,0.0
5323,2016-09-27,71,83,77.0,77.0,8.48528137423857
5324,2016-09-27,30,50,40.0,40.0,14.142135623730951
5325,2016-09-27,98,126,112.0,112.0,19.79898987322333
5326,2016-09-27,86,89,87.5,87.5,2.1213203435596424
5327,2016-09-27,139,141,140.0,140.0,1.4142135623730951
5328,2016-09-27,73,97,85.0,85.0,16.97056274847714
5329,2016-09-27,31,41,36.0,36.0,7.0710678118654755
5330,2016-09-27,113,139,126.0,126.0,18.384776310850235
5331,2016-09-27,93,104,98.5,98.5,7.7781745930520225
5332,2016-09-27,136,142,139.0,139.0,4.242640687119285
5333,2016-09-27,97,122,109.5,109.5,17.67766952966369
5334,2016-09-27,53,60,56.5,56.5,4.949747468305833
5335,2016-09-27,118,132,125.0,125.0,9.899494936611665
5336,2016-09-27,112,128,120.0,120.0,11.313708498984761
5337,2016-09-27,145,188,166.5,166.5,30.405591591021544
5338,2016-09-27,96,154,125.0,125.0,41.012193308819754
5339,2016-09-27,45,50,47.5,47.5,3.5355339059327378
5340,2016-09-27,116,151,133.5,133.5,24.748737341529164
5341,2016-09-27,111,117,114.0,114.0,4.242640687119285
5342,2016-09-27,137,173,155.0,155.0,25.45584412271571
5343,2016-09-27,118,209,163.5,163.5,64.34671708797582
5344,2016-09-27,45,64,54.5,54.5,13.435028842544403
5345,2016-09-27,125,131,128.0,128.0,4.242640687119285
5346,2016-09-27,112,131,121.5,121.5,13.435028842544403
5347,2016-09-27,154,189,171.5,171.5,24.748737341529164
5348,2016-09-27,144,210,177.0,177.0,46.66904755831214
5349,2016-09-27,51,58,54.5,54.5,4.949747468305833
5350,2016-09-27,129,150,139.5,139.5,14.849242404917497
5351,2016-09-27,105,111,108.0,108.0,4.242640687119285
5352,2016-09-27,144,150,147.0,147.0,4.242640687119285
5353,2016-09-27,117,191,154.0,154.0,52.32590180780452
5354,2016-09-27,65,68,66.5,66.5,2.1213203435596424
5355,2016-09-27,97,142,119.5,119.5,31.81980515339464
5356,2016-09-27,90,99,94.5,94.5,6.363961030678928
5357,2016-09-27,127,142,134.5,134.5,10.606601717798213
5358,2016-09-27,109,222,165.5,165.5,79.90306627407988
5359,2016-09-27,45,59,52.0,52.0,9.899494936611665
5360,2016-09-27,73,173,123.0,123.0,70.71067811865476
5361,2016-09-27,87,94,90.5,90.5,4.949747468305833
5362,2016-09-27,123,144,133.5,133.5,14.849242404917497
5363,2016-09-27,94,174,134.0,134.0,56.568542494923804
5364,2016-09-27,50,56,53.0,53.0,4.242640687119285
5365,2016-09-27,79,96,87.5,87.5,12.020815280171307
5366,2016-09-27,85,96,90.5,90.5,7.7781745930520225
5367,2016-09-27,123,136,129.5,129.5,9.192388155425117
5368,2016-09-27,80,81,80.5,80.5,0.7071067811865476
5369,2016-09-27,35,60,47.5,47.5,17.67766952966369
5370,2016-09-27,89,92,90.5,90.5,2.1213203435596424
5371,2016-09-27,66,76,71.0,71.0,7.0710678118654755
5372,2016-09-27,118,137,127.5,127.5,13.435028842544403
5373,2016-09-27,69,97,83.0,83.0,19.79898987322333
5374,2016-09-27,58,63,60.5,60.5,3.5355339059327378
5375,2016-09-27,92,97,94.5,94.5,3.5355339059327378
5376,2016-09-27,56,80,68.0,68.0,16.97056274847714
5377,2016-09-27,99,114,106.5,106.5,10.606601717798213
5378,2016-09-27,77,88,82.5,82.5,7.7781745930520225
5379,2016-09-27,31,57,44.0,44.0,18.384776310850235
5380,2016-09-27,89,90,89.5,89.5,0.7071067811865476
5381,2016-09-27,50,63,56.5,56.5,9.192388155425117
5382,2016-09-27,102,120,111.0,111.0,12.727922061357855
5383,2016-09-27,55,79,67.0,67.0,16.97056274847714
5384,2016-09-27,47,64,55.5,55.5,12.020815280171307
5385,2016-09-27,89,98,93.5,93.5,6.363961030678928
5386,2016-09-27,46,53,49.5,49.5,4.949747468305833
5387,2016-09-27,99,102,100.5,100.5,2.1213203435596424
5388,2016-09-27,51,82,66.5,66.5,21.920310216782973
5389,2016-09-27,33,50,41.5,41.5,12.020815280171307
5390,2016-09-27,74,87,80.5,80.5,9.192388155425117
5391,2016-09-27,55,65,60.0,60.0,7.0710678118654755
5392,2016-09-27,86,111,98.5,98.5,17.67766952966369
5393,2016-09-27,79,83,81.0,81.0,2.8284271247461903
5394,2016-09-27,34,53,43.5,43.5,13.435028842544403
5395,2016-09-27,86,88,87.0,87.0,1.4142135623730951
5396,2016-09-27,49,73,61.0,61.0,16.97056274847714
5397,2016-09-27,97,101,99.0,99.0,2.8284271247461903
5398,2016-09-27,96,109,102.5,102.5,9.192388155425117
5399,2016-09-27,44,62,53.0,53.0,12.727922061357855
5400,2016-09-27,80,82,81.0,81.0,1.4142135623730951
5401,2016-09-27,62,88,75.0,75.0,18.384776310850235
5402,2016-09-27,93,122,107.5,107.5,20.506096654409877
5403,2016-09-27,78,90,84.0,84.0,8.48528137423857
5404,2016-09-27,37,75,56.0,56.0,26.870057685088806
5405,2016-09-27,70,74,72.0,72.0,2.8284271247461903
5406,2016-09-27,66,80,73.0,73.0,9.899494936611665
5407,2016-09-27,102,133,117.5,117.5,21.920310216782973
5408,2016-09-27,84,92,88.0,88.0,5.656854249492381
5409,2016-09-27,57,98,77.5,77.5,28.991378028648448
5410,2016-09-27,89,99,94.0,94.0,7.0710678118654755
5411,2016-09-27,68,75,71.5,71.5,4.949747468305833
5412,2016-09-27,129,130,129.5,129.5,0.7071067811865476
5413,2016-09-27,94,95,94.5,94.5,0.7071067811865476
5414,2016-09-27,54,82,68.0,68.0,19.79898987322333
5415,2016-09-27,95,113,104.0,104.0,12.727922061357855
5416,2016-09-27,82,96,89.0,89.0,9.899494936611665
5417,2016-09-27,119,143,131.0,131.0,16.97056274847714
5418,2016-09-27,88,91,89.5,89.5,2.1213203435596424
5419,2016-09-27,84,90,87.0,87.0,4.242640687119285
5420,2016-09-27,101,103,102.0,102.0,1.4142135623730951
5421,2016-09-27,32,69,50.5,50.5,26.16295090390226
5422,2016-09-27,113,136,124.5,124.5,16.263455967290593
5423,2016-09-27,99,99,99.0,99.0,0.0
5424,2016-09-27,54,81,67.5,67.5,19.091883092036785
5425,2016-09-27,89,105,97.0,97.0,11.313708498984761
5426,2016-09-27,51,81,66.0,66.0,21.213203435596427
5427,2016-09-27,91,131,111.0,111.0,28.284271247461902
5428,2016-09-27,82,99,90.5,90.5,12.020815280171307
5429,2016-09-27,47,90,68.5,68.5,30.405591591021544
5430,2016-09-27,93,94,93.5,93.5,0.7071067811865476
5431,2016-09-27,55,72,63.5,63.5,12.020815280171307
5432,2016-09-27,115,141,128.0,128.0,18.384776310850235
5433,2016-09-27,81,86,83.5,83.5,3.5355339059327378
5434,2016-09-27,38,67,52.5,52.5,20.506096654409877
5435,2016-09-27,99,105,102.0,102.0,4.242640687119285
5436,2016-09-27,66,70,68.0,68.0,2.8284271247461903
5437,2016-09-27,108,122,115.0,115.0,9.899494936611665
5438,2016-09-27,89,91,90.0,90.0,1.4142135623730951
5439,2016-09-27,39,71,55.0,55.0,22.627416997969522
5440,2016-09-27,78,117,97.5,97.5,27.577164466275352
5441,2016-09-27,62,68,65.0,65.0,4.242640687119285
5442,2016-09-27,108,124,116.0,116.0,11.313708498984761
5443,2016-09-27,75,80,77.5,77.5,3.5355339059327378
5444,2016-09-27,47,64,55.5,55.5,12.020815280171307
5445,2016-09-27,79,96,87.5,87.5,12.020815280171307
5446,2016-09-27,69,84,76.5,76.5,10.606601717798213
5447,2016-09-27,118,132,125.0,125.0,9.899494936611665
5448,2016-09-27,73,106,89.5,89.5,23.33452377915607
5449,2016-09-27,44,73,58.5,58.5,20.506096654409877
5450,2016-09-27,71,112,91.5,91.5,28.991378028648448
5451,2016-09-27,69,71,70.0,70.0,1.4142135623730951
5452,2016-09-27,114,131,122.5,122.5,12.020815280171307
5453,2016-09-27,70,87,78.5,78.5,12.020815280171307
5454,2016-09-27,48,58,53.0,53.0,7.0710678118654755
5455,2016-09-27,79,95,87.0,87.0,11.313708498984761
5456,2016-09-27,71,82,76.5,76.5,7.7781745930520225
5457,2016-09-27,115,122,118.5,118.5,4.949747468305833
5458,2016-09-27,72,85,78.5,78.5,9.192388155425117
5459,2016-09-27,53,57,55.0,55.0,2.8284271247461903
5460,2016-09-27,96,97,96.5,96.5,0.7071067811865476
5461,2016-09-27,67,76,71.5,71.5,6.363961030678928
5462,2016-09-27,83,113,98.0,98.0,21.213203435596427
5463,2016-09-27,91,97,94.0,94.0,4.242640687119285
5464,2016-09-27,48,48,48.0,48.0,0.0
5465,2016-09-27,95,119,107.0,107.0,16.97056274847714
5466,2016-09-27,64,83,73.5,73.5,13.435028842544403
5467,2016-09-27,122,153,137.5,137.5,21.920310216782973
5468,2016-09-27,84,96,90.0,90.0,8.48528137423857
5469,2016-09-27,38,52,45.0,45.0,9.899494936611665
5470,2016-09-27,94,111,102.5,102.5,12.020815280171307
5471,2016-09-27,82,93,87.5,87.5,7.7781745930520225
5472,2016-09-27,126,138,132.0,132.0,8.48528137423857
5473,2016-09-27,76,84,80.0,80.0,5.656854249492381
5474,2016-09-27,42,77,59.5,59.5,24.748737341529164
5475,2016-09-27,110,142,126.0,126.0,22.627416997969522
5476,2016-09-27,21,86,53.5,53.5,45.96194077712559
5477,2016-09-27,116,140,128.0,128.0,16.97056274847714
5478,2016-09-27,73,86,79.5,79.5,9.192388155425117
5479,2016-09-27,38,45,41.5,41.5,4.949747468305833
5480,2016-09-27,110,133,121.5,121.5,16.263455967290593
5481,2016-09-27,59,85,72.0,72.0,18.384776310850235
5482,2016-09-27,95,104,99.5,99.5,6.363961030678928
5483,2016-09-27,82,106,94.0,94.0,16.97056274847714
5484,2016-09-27,26,30,28.0,28.0,2.8284271247461903
5485,2016-09-27,76,78,77.0,77.0,1.4142135623730951
5486,2016-09-27,43,77,60.0,60.0,24.041630560342615
5487,2016-09-27,81,92,86.5,86.5,7.7781745930520225
5488,2016-09-27,83,90,86.5,86.5,4.949747468305833
5489,2016-09-27,18,29,23.5,23.5,7.7781745930520225
5490,2016-09-27,60,85,72.5,72.5,17.67766952966369
5491,2016-09-27,60,64,62.0,62.0,2.8284271247461903
5492,2016-09-27,72,100,86.0,86.0,19.79898987322333
5493,2016-09-27,81,84,82.5,82.5,2.1213203435596424
5494,2016-09-27,12,20,16.0,16.0,5.656854249492381
5495,2016-09-27,53,64,58.5,58.5,7.7781745930520225
5496,2016-09-27,56,60,58.0,58.0,2.8284271247461903
5497,2016-09-27,63,74,68.5,68.5,7.7781745930520225
5498,2016-09-27,83,88,85.5,85.5,3.5355339059327378
5499,2016-09-27,17,40,28.5,28.5,16.263455967290593
5500,2016-09-27,44,45,44.5,44.5,0.7071067811865476
5501,2016-09-27,24,61,42.5,42.5,26.16295090390226
5502,2016-09-27,51,59,55.0,55.0,5.656854249492381
5503,2016-09-27,53,53,53.0,53.0,0.0
5504,2016-09-27,29,37,33.0,33.0,5.656854249492381
5505,2016-09-27,50,52,51.0,51.0,1.4142135623730951
5506,2016-09-27,27,29,28.0,28.0,1.4142135623730951
5507,2016-09-27,52,65,58.5,58.5,9.192388155425117
5508,2016-09-27,52,56,54.0,54.0,2.8284271247461903
5509,2016-09-27,21,55,38.0,38.0,24.041630560342615
5510,2016-09-27,31,49,40.0,40.0,12.727922061357855
5511,2016-09-27,8,40,24.0,24.0,22.627416997969522
5512,2016-09-27,48,64,56.0,56.0,11.313708498984761
5513,2016-09-27,48,50,49.0,49.0,1.4142135623730951
5514,2016-09-27,12,47,29.5,29.5,24.748737341529164
5515,2016-09-27,34,45,39.5,39.5,7.7781745930520225
5516,2016-09-27,12,35,23.5,23.5,16.263455967290593
5517,2016-09-27,56,62,59.0,59.0,4.242640687119285
5518,2016-09-27,62,62,62.0,62.0,0.0
5519,2016-09-27,16,51,33.5,33.5,24.748737341529164
5520,2016-09-27,36,42,39.0,39.0,4.242640687119285
5521,2016-09-27,6,31,18.5,18.5,17.67766952966369
5522,2016-09-27,51,55,53.0,53.0,2.8284271247461903
5523,2016-09-27,34,48,41.0,41.0,9.899494936611665
5524,2016-09-27,16,44,30.0,30.0,19.79898987322333
5525,2016-09-27,37,45,41.0,41.0,5.656854249492381
5526,2016-09-27,14,30,22.0,22.0,11.313708498984761
5527,2016-09-27,29,45,37.0,37.0,11.313708498984761
5528,2016-09-27,38,49,43.5,43.5,7.7781745930520225
5529,2016-09-27,17,34,25.5,25.5,12.020815280171307
5530,2016-09-27,22,41,31.5,31.5,13.435028842544403
5531,2016-09-27,12,27,19.5,19.5,10.606601717798213
5532,2016-09-27,36,47,41.5,41.5,7.7781745930520225
5533,2016-09-27,29,39,34.0,34.0,7.0710678118654755
5534,2016-09-27,29,39,34.0,34.0,7.0710678118654755
5535,2016-09-27,34,42,38.0,38.0,5.656854249492381
5536,2016-09-27,7,21,14.0,14.0,9.899494936611665
5537,2016-09-27,38,41,39.5,39.5,2.1213203435596424
5538,2016-09-27,23,44,33.5,33.5,14.849242404917497
5539,2016-09-27,26,37,31.5,31.5,7.7781745930520225
5540,2016-09-27,29,39,34.0,34.0,7.0710678118654755
5541,2016-09-27,5,11,8.0,8.0,4.242640687119285
5542,2016-09-27,32,32,32.0,32.0,0.0
5543,2016-09-27,38,45,41.5,41.5,4.949747468305833
5544,2016-09-27,26,30,28.0,28.0,2.8284271247461903
5545,2016-09-27,19,32,25.5,25.5,9.192388155425117
5546,2016-09-27,4,5,4.5,4.5,0.7071067811865476
5547,2016-09-27,27,32,29.5,29.5,3.5355339059327378
5548,2016-09-27,20,23,21.5,21.5,2.1213203435596424
5549,2016-09-27,17,20,18.5,18.5,2.1213203435596424
5550,2016-09-27,16,30,23.0,23.0,9.899494936611665
5551,2016-09-27,6,6,6.0,6.0,0.0
5552,2016-09-27,21,22,21.5,21.5,0.7071067811865476
5553,2016-09-27,30,33,31.5,31.5,2.1213203435596424
5554,2016-09-27,16,19,17.5,17.5,2.1213203435596424
5555,2016-09-27,19,24,21.5,21.5,3.5355339059327378
5556,2016-09-27,3,3,3.0,3.0,3.0
5557,2016-09-27,24,29,26.5,26.5,3.5355339059327378
5558,2016-09-27,20,34,27.0,27.0,9.899494936611665
5559,2016-09-27,12,20,16.0,16.0,5.656854249492381
5560,2016-09-27,11,12,11.5,11.5,0.7071067811865476
5561,2016-09-27,5,8,6.5,6.5,2.1213203435596424
5562,2016-09-27,4,13,8.5,8.5,6.363961030678928
5563,2016-09-27,10,17,13.5,13.5,4.949747468305833
5564,2016-09-27,4,7,5.5,5.5,2.1213203435596424
5565,2016-09-27,17,22,19.5,19.5,3.5355339059327378
5566,2016-09-27,7,12,9.5,9.5,3.5355339059327378
5567,2016-09-27,15,27,21.0,21.0,8.48528137423857
5568,2016-09-27,9,20,14.5,14.5,7.7781745930520225
5569,2016-09-27,3,11,7.0,7.0,5.656854249492381
5570,2016-09-27,14,22,18.0,18.0,5.656854249492381
5571,2016-09-27,14,23,18.5,18.5,6.363961030678928
5572,2016-09-27,13,14,13.5,13.5,0.7071067811865476
5573,2016-09-28,7,12,9.5,9.5,3.5355339059327378
5574,2016-09-28,97,130,113.5,113.5,23.33452377915607
5575,2016-09-28,2,4,3.0,3.0,1.4142135623730951
5576,2016-09-28,16,19,17.5,17.5,2.1213203435596424
5577,2016-09-28,124,132,128.0,128.0,5.656854249492381
5578,2016-09-28,5,6,5.5,5.5,0.7071067811865476
5579,2016-09-28,47,64,55.5,55.5,12.020815280171307
5580,2016-09-28,2,3,2.5,2.5,0.7071067811865476
5581,2016-09-28,11,17,14.0,14.0,4.242640687119285
5582,2016-09-28,95,116,105.5,105.5,14.849242404917497
5583,2016-09-28,7,16,11.5,11.5,6.363961030678928
5584,2016-09-28,33,41,37.0,37.0,5.656854249492381
5585,2016-09-28,1,2,1.5,1.5,0.7071067811865476
5586,2016-09-28,13,19,16.0,16.0,4.242640687119285
5587,2016-09-28,54,75,64.5,64.5,14.849242404917497
5588,2016-09-28,7,10,8.5,8.5,2.1213203435596424
5589,2016-09-28,5,9,7.0,7.0,2.8284271247461903
5590,2016-09-28,1,1,1.0,1.0,1.0
5591,2016-09-28,17,23,20.0,20.0,4.242640687119285
5592,2016-09-28,7,7,7.0,7.0,0.0
5593,2016-09-28,4,9,6.5,6.5,3.5355339059327378
5594,2016-09-28,6,8,7.0,7.0,1.4142135623730951
5595,2016-09-28,1,2,1.5,1.5,0.7071067811865476
5596,2016-09-28,16,29,22.5,22.5,9.192388155425117
5597,2016-09-28,5,7,6.0,6.0,1.4142135623730951
5598,2016-09-28,6,7,6.5,6.5,0.7071067811865476
5599,2016-09-28,9,13,11.0,11.0,2.8284271247461903
5600,2016-09-28,1,1,1.0,1.0,0.0
5601,2016-09-28,13,17,15.0,15.0,2.8284271247461903
5602,2016-09-28,6,7,6.5,6.5,0.7071067811865476
5603,2016-09-28,5,6,5.5,5.5,0.7071067811865476
5604,2016-09-28,7,10,8.5,8.5,2.1213203435596424
5605,2016-09-28,9,14,11.5,11.5,3.5355339059327378
5606,2016-09-28,7,9,8.0,8.0,1.4142135623730951
5607,2016-09-28,4,10,7.0,7.0,4.242640687119285
5608,2016-09-28,7,10,8.5,8.5,2.1213203435596424
5609,2016-09-28,12,14,13.0,13.0,1.4142135623730951
5610,2016-09-28,6,7,6.5,6.5,0.7071067811865476
5611,2016-09-28,6,9,7.5,7.5,2.1213203435596424
5612,2016-09-28,10,14,12.0,12.0,2.8284271247461903
5613,2016-09-28,13,16,14.5,14.5,2.1213203435596424
5614,2016-09-28,3,10,6.5,6.5,4.949747468305833
5615,2016-09-28,5,6,5.5,5.5,0.7071067811865476
5616,2016-09-28,5,12,8.5,8.5,4.949747468305833
5617,2016-09-28,14,20,17.0,17.0,4.242640687119285
5618,2016-09-28,4,4,4.0,4.0,0.0
5619,2016-09-28,6,12,9.0,9.0,4.242640687119285
5620,2016-09-28,12,15,13.5,13.5,2.1213203435596424
5621,2016-09-28,7,10,8.5,8.5,2.1213203435596424
5622,2016-09-28,3,8,5.5,5.5,3.5355339059327378
5623,2016-09-28,10,13,11.5,11.5,2.1213203435596424
5624,2016-09-28,19,19,19.0,19.0,0.0
5625,2016-09-28,11,13,12.0,12.0,1.4142135623730951
5626,2016-09-28,6,7,6.5,6.5,0.7071067811865476
5627,2016-09-28,9,16,12.5,12.5,4.949747468305833
5628,2016-09-28,18,21,19.5,19.5,2.1213203435596424
5629,2016-09-28,10,14,12.0,12.0,2.8284271247461903
5630,2016-09-28,3,10,6.5,6.5,4.949747468305833
5631,2016-09-28,7,14,10.5,10.5,4.949747468305833
5632,2016-09-28,17,18,17.5,17.5,0.7071067811865476
5633,2016-09-28,12,19,15.5,15.5,4.949747468305833
5634,2016-09-28,3,6,4.5,4.5,2.1213203435596424
5635,2016-09-28,11,14,12.5,12.5,2.1213203435596424
5636,2016-09-28,15,18,16.5,16.5,2.1213203435596424
5637,2016-09-28,8,15,11.5,11.5,4.949747468305833
5638,2016-09-28,5,10,7.5,7.5,3.5355339059327378
5639,2016-09-28,10,22,16.0,16.0,8.48528137423857
5640,2016-09-28,31,31,31.0,31.0,0.0
5641,2016-09-28,1,3,2.0,2.0,1.4142135623730951
5642,2016-09-28,14,16,15.0,15.0,1.4142135623730951
5643,2016-09-28,6,8,7.0,7.0,1.4142135623730951
5644,2016-09-28,14,22,18.0,18.0,5.656854249492381
5645,2016-09-28,28,31,29.5,29.5,2.1213203435596424
5646,2016-09-28,4,5,4.5,4.5,0.7071067811865476
5647,2016-09-28,13,16,14.5,14.5,2.1213203435596424
5648,2016-09-28,11,14,12.5,12.5,2.1213203435596424
5649,2016-09-28,19,28,23.5,23.5,6.363961030678928
5650,2016-09-28,30,31,30.5,30.5,0.7071067811865476
5651,2016-09-28,6,8,7.0,7.0,1.4142135623730951
5652,2016-09-28,18,25,21.5,21.5,4.949747468305833
5653,2016-09-28,11,21,16.0,16.0,7.0710678118654755
5654,2016-09-28,30,36,33.0,33.0,4.242640687119285
5655,2016-09-28,35,36,35.5,35.5,0.7071067811865476
5656,2016-09-28,5,6,5.5,5.5,0.7071067811865476
5657,2016-09-28,28,32,30.0,30.0,2.8284271247461903
5658,2016-09-28,20,24,22.0,22.0,2.8284271247461903
5659,2016-09-28,41,49,45.0,45.0,5.656854249492381
5660,2016-09-28,50,62,56.0,56.0,8.48528137423857
5661,2016-09-28,9,13,11.0,11.0,2.8284271247461903
5662,2016-09-28,37,47,42.0,42.0,7.0710678118654755
5663,2016-09-28,36,42,39.0,39.0,4.242640687119285
5664,2016-09-28,50,75,62.5,62.5,17.67766952966369
5665,2016-09-28,52,71,61.5,61.5,13.435028842544403
5666,2016-09-28,14,26,20.0,20.0,8.48528137423857
5667,2016-09-28,84,85,84.5,84.5,0.7071067811865476
5668,2016-09-28,37,43,40.0,40.0,4.242640687119285
5669,2016-09-28,78,91,84.5,84.5,9.192388155425117
5670,2016-09-28,77,79,78.0,78.0,1.4142135623730951
5671,2016-09-28,34,42,38.0,38.0,5.656854249492381
5672,2016-09-28,116,119,117.5,117.5,2.1213203435596424
5673,2016-09-28,66,75,70.5,70.5,6.363961030678928
5674,2016-09-28,74,84,79.0,79.0,7.0710678118654755
5675,2016-09-28,69,94,81.5,81.5,17.67766952966369
5676,2016-09-28,37,48,42.5,42.5,7.7781745930520225
5677,2016-09-28,132,133,132.5,132.5,0.7071067811865476
5678,2016-09-28,58,92,75.0,75.0,24.041630560342615
5679,2016-09-28,95,104,99.5,99.5,6.363961030678928
5680,2016-09-28,99,108,103.5,103.5,6.363961030678928
5681,2016-09-28,34,44,39.0,39.0,7.0710678118654755
5682,2016-09-28,135,151,143.0,143.0,11.313708498984761
5683,2016-09-28,83,89,86.0,86.0,4.242640687119285
5684,2016-09-28,122,128,125.0,125.0,4.242640687119285
5685,2016-09-28,95,100,97.5,97.5,3.5355339059327378
5686,2016-09-28,32,37,34.5,34.5,3.5355339059327378
5687,2016-09-28,135,139,137.0,137.0,2.8284271247461903
5688,2016-09-28,110,126,118.0,118.0,11.313708498984761
5689,2016-09-28,126,137,131.5,131.5,7.7781745930520225
5690,2016-09-28,105,105,105.0,105.0,0.0
5691,2016-09-28,30,41,35.5,35.5,7.7781745930520225
5692,2016-09-28,148,163,155.5,155.5,10.606601717798213
5693,2016-09-28,122,132,127.0,127.0,7.0710678118654755
5694,2016-09-28,77,104,90.5,90.5,19.091883092036785
5695,2016-09-28,118,119,118.5,118.5,0.7071067811865476
5696,2016-09-28,35,66,50.5,50.5,21.920310216782973
5697,2016-09-28,120,156,138.0,138.0,25.45584412271571
5698,2016-09-28,131,149,140.0,140.0,12.727922061357855
5699,2016-09-28,49,111,80.0,80.0,43.840620433565945
5700,2016-09-28,94,137,115.5,115.5,30.405591591021544
5701,2016-09-28,35,104,69.5,69.5,48.79036790187178
5702,2016-09-28,139,145,142.0,142.0,4.242640687119285
5703,2016-09-28,131,143,137.0,137.0,8.48528137423857
5704,2016-09-28,55,121,88.0,88.0,46.66904755831214
5705,2016-09-28,109,132,120.5,120.5,16.263455967290593
5706,2016-09-28,23,100,61.5,61.5,54.44722215136416
5707,2016-09-28,120,132,126.0,126.0,8.48528137423857
5708,2016-09-28,83,132,107.5,107.5,34.64823227814083
5709,2016-09-28,53,136,94.5,94.5,58.68986283848344
5710,2016-09-28,103,122,112.5,112.5,13.435028842544403
5711,2016-09-28,21,80,50.5,50.5,41.71930009000631
5712,2016-09-28,130,133,131.5,131.5,2.1213203435596424
5713,2016-09-28,78,84,81.0,81.0,4.242640687119285
5714,2016-09-28,36,109,72.5,72.5,51.61879502661797
5715,2016-09-28,78,96,87.0,87.0,12.727922061357855
5716,2016-09-28,19,72,45.5,45.5,37.476659402887016
5717,2016-09-28,100,114,107.0,107.0,9.899494936611665
5718,2016-09-28,71,74,72.5,72.5,2.1213203435596424
5719,2016-09-28,57,89,73.0,73.0,22.627416997969522
5720,2016-09-28,98,116,107.0,107.0,12.727922061357855
5721,2016-09-28,12,67,39.5,39.5,38.890872965260115
5722,2016-09-28,92,115,103.5,103.5,16.263455967290593
5723,2016-09-28,72,87,79.5,79.5,10.606601717798213
5724,2016-09-28,37,110,73.5,73.5,51.61879502661797
5725,2016-09-28,89,93,91.0,91.0,2.8284271247461903
5726,2016-09-28,13,74,43.5,43.5,43.1335136523794
5727,2016-09-28,96,118,107.0,107.0,15.556349186104045
5728,2016-09-28,80,80,80.0,80.0,0.0
5729,2016-09-28,32,88,60.0,60.0,39.59797974644666
5730,2016-09-28,77,91,84.0,84.0,9.899494936611665
5731,2016-09-28,16,45,30.5,30.5,20.506096654409877
5732,2016-09-28,76,77,76.5,76.5,0.7071067811865476
5733,2016-09-28,70,72,71.0,71.0,1.4142135623730951
5734,2016-09-28,27,91,59.0,59.0,45.254833995939045
5735,2016-09-28,77,79,78.0,78.0,1.4142135623730951
5736,2016-09-28,13,58,35.5,35.5,31.81980515339464
5737,2016-09-28,91,101,96.0,96.0,7.0710678118654755
5738,2016-09-28,72,86,79.0,79.0,9.899494936611665
5739,2016-09-28,32,78,55.0,55.0,32.526911934581186
5740,2016-09-28,78,91,84.5,84.5,9.192388155425117
5741,2016-09-28,9,50,29.5,29.5,28.991378028648448
5742,2016-09-28,75,97,86.0,86.0,15.556349186104045
5743,2016-09-28,63,82,72.5,72.5,13.435028842544403
5744,2016-09-28,45,87,66.0,66.0,29.698484809834994
5745,2016-09-28,84,87,85.5,85.5,2.1213203435596424
5746,2016-09-28,18,63,40.5,40.5,31.81980515339464
5747,2016-09-28,68,82,75.0,75.0,9.899494936611665
5748,2016-09-28,88,106,97.0,97.0,12.727922061357855
5749,2016-09-28,42,89,65.5,65.5,33.23401871576773
5750,2016-09-28,75,96,85.5,85.5,14.849242404917497
5751,2016-09-28,10,42,26.0,26.0,22.627416997969522
5752,2016-09-28,79,97,88.0,88.0,12.727922061357855
5753,2016-09-28,77,85,81.0,81.0,5.656854249492381
5754,2016-09-28,38,102,70.0,70.0,45.254833995939045
5755,2016-09-28,90,96,93.0,93.0,4.242640687119285
5756,2016-09-28,15,55,35.0,35.0,28.284271247461902
5757,2016-09-28,103,110,106.5,106.5,4.949747468305833
5758,2016-09-28,57,102,79.5,79.5,31.81980515339464
5759,2016-09-28,44,104,74.0,74.0,42.42640687119285
5760,2016-09-28,87,96,91.5,91.5,6.363961030678928
5761,2016-09-28,18,82,50.0,50.0,45.254833995939045
5762,2016-09-28,96,99,97.5,97.5,2.1213203435596424
5763,2016-09-28,86,100,93.0,93.0,9.899494936611665
5764,2016-09-28,41,101,71.0,71.0,42.42640687119285
5765,2016-09-28,87,88,87.5,87.5,0.7071067811865476
5766,2016-09-28,15,72,43.5,43.5,40.30508652763321
5767,2016-09-28,113,115,114.0,114.0,1.4142135623730951
5768,2016-09-28,101,108,104.5,104.5,4.949747468305833
5769,2016-09-28,51,95,73.0,73.0,31.11269837220809
5770,2016-09-28,93,105,99.0,99.0,8.48528137423857
5771,2016-09-28,15,62,38.5,38.5,33.23401871576773
5772,2016-09-28,95,121,108.0,108.0,18.384776310850235
5773,2016-09-28,89,99,94.0,94.0,7.0710678118654755
5774,2016-09-28,53,103,78.0,78.0,35.35533905932738
5775,2016-09-28,75,104,89.5,89.5,20.506096654409877
5776,2016-09-28,12,78,45.0,45.0,46.66904755831214
5777,2016-09-28,98,108,103.0,103.0,7.0710678118654755
5778,2016-09-28,74,111,92.5,92.5,26.16295090390226
5779,2016-09-28,43,110,76.5,76.5,47.37615433949868
5780,2016-09-28,83,93,88.0,88.0,7.0710678118654755
5781,2016-09-28,16,79,47.5,47.5,44.54772721475249
