,am_pm,date,day,desvio_padrao_am_pm,desvio_padrao_hora_dia,desvio_padrao_weekday,direction,hour,max_volume_dia_am_pm,max_volume_hora_dia,max_volume_weekday,media_volume_dia_am_pm,media_volume_hora_dia,media_volume_weekday,mediana_volume_dia_am_pm,mediana_volume_hora_dia,mediana_volume_weekday,min_volume_dia_am_pm,min_volume_hora_dia,min_volume_weekday,minute,time,time_window,tollgate_id,volume,volume_anterior,volume_anterior_2,week,weekend
1319,1,2016-10-14,14,17.533346912904392,4.725815626252608,2.1213203435596424,0,7,54,31,34,23.194444444444446,27.33333333333333,32.5,15.0,29.0,32.5,2,22,31,,2016-10-14 07:50:00,"[07:50:00,08:10:00)",1,31,29.0,22.0,5,0
1386,1,2016-10-15,15,23.28994264852167,4.932882862316247,1.4142135623730951,0,6,74,27,11,28.91666666666667,23.66666666666667,10.0,16.5,26.0,10.0,2,18,9,,2016-10-15 06:10:00,"[06:10:00,06:30:00)",1,18,7.0,6.0,6,1
1387,1,2016-10-15,15,23.28994264852167,4.932882862316247,4.949747468305833,0,6,74,27,13,28.91666666666667,23.66666666666667,9.5,16.5,26.0,9.5,2,18,6,,2016-10-15 06:30:00,"[06:30:00,06:50:00)",1,27,18.0,7.0,6,1
1388,1,2016-10-15,15,23.28994264852167,4.932882862316247,1.4142135623730951,0,6,74,27,19,28.91666666666667,23.66666666666667,18.0,16.5,26.0,18.0,2,18,17,,2016-10-15 06:50:00,"[06:50:00,07:10:00)",1,26,27.0,18.0,6,1
1389,1,2016-10-15,15,23.28994264852167,5.5677643628300215,3.5355339059327378,0,7,74,55,24,28.91666666666667,49.0,21.5,16.5,48.0,21.5,2,44,19,,2016-10-15 07:10:00,"[07:10:00,07:30:00)",1,55,26.0,27.0,6,1
1390,1,2016-10-15,15,23.28994264852167,5.5677643628300215,3.5355339059327378,0,7,74,55,20,28.91666666666667,49.0,17.5,16.5,48.0,17.5,2,44,15,,2016-10-15 07:30:00,"[07:30:00,07:50:00)",1,48,55.0,26.0,6,1
1391,1,2016-10-15,15,23.28994264852167,5.5677643628300215,3.5355339059327378,0,7,74,55,35,28.91666666666667,49.0,32.5,16.5,48.0,32.5,2,44,30,,2016-10-15 07:50:00,"[07:50:00,08:10:00)",1,44,48.0,55.0,6,1
1458,1,2016-10-16,16,19.726704163211274,4.163331998932265,0.0,0,6,66,12,11,22.33333333333333,7.333333333333332,11.0,11.5,6.0,11.0,3,4,11,,2016-10-16 06:10:00,"[06:10:00,06:30:00)",1,4,7.0,4.0,7,1
1459,1,2016-10-16,16,19.726704163211274,4.163331998932265,5.656854249492381,0,6,66,12,18,22.33333333333333,7.333333333333332,14.0,11.5,6.0,14.0,3,4,10,,2016-10-16 06:30:00,"[06:30:00,06:50:00)",1,6,4.0,7.0,7,1
1460,1,2016-10-16,16,19.726704163211274,4.163331998932265,0.0,0,6,66,12,26,22.33333333333333,7.333333333333332,26.0,11.5,6.0,26.0,3,4,26,,2016-10-16 06:50:00,"[06:50:00,07:10:00)",1,12,6.0,4.0,7,1
1461,1,2016-10-16,16,19.726704163211274,17.473789896108208,12.727922061357855,0,7,66,57,50,22.33333333333333,37.66666666666666,41.0,11.5,33.0,41.0,3,23,32,,2016-10-16 07:10:00,"[07:10:00,07:30:00)",1,23,12.0,6.0,7,1
1462,1,2016-10-16,16,19.726704163211274,17.473789896108208,2.8284271247461903,0,7,66,57,39,22.33333333333333,37.66666666666666,37.0,11.5,33.0,37.0,3,23,35,,2016-10-16 07:30:00,"[07:30:00,07:50:00)",1,57,23.0,12.0,7,1
1463,1,2016-10-16,16,19.726704163211274,17.473789896108208,3.5355339059327378,0,7,66,57,41,22.33333333333333,37.66666666666666,38.5,11.5,33.0,38.5,3,23,36,,2016-10-16 07:50:00,"[07:50:00,08:10:00)",1,33,57.0,23.0,7,1
1530,1,2016-10-17,17,18.482144965876728,7.505553499465137,2.8284271247461903,0,6,58,30,11,24.694444444444446,22.33333333333333,9.0,14.5,22.0,9.0,2,15,7,,2016-10-17 06:10:00,"[06:10:00,06:30:00)",1,15,11.0,6.0,1,0
1531,1,2016-10-17,17,18.482144965876728,7.505553499465137,0.7071067811865476,0,6,58,30,17,24.694444444444446,22.33333333333333,16.5,14.5,22.0,16.5,2,15,16,,2016-10-17 06:30:00,"[06:30:00,06:50:00)",1,22,15.0,11.0,1,0
1532,1,2016-10-17,17,18.482144965876728,7.505553499465137,9.192388155425117,0,6,58,30,31,24.694444444444446,22.33333333333333,24.5,14.5,22.0,24.5,2,15,18,,2016-10-17 06:50:00,"[06:50:00,07:10:00)",1,30,22.0,15.0,1,0
1533,1,2016-10-17,17,18.482144965876728,3.6055512754639887,3.5355339059327378,0,7,58,49,36,24.694444444444446,45.0,33.5,14.5,44.0,33.5,2,42,31,,2016-10-17 07:10:00,"[07:10:00,07:30:00)",1,42,30.0,22.0,1,0
1534,1,2016-10-17,17,18.482144965876728,3.6055512754639887,21.92031021678297,0,7,58,49,66,24.694444444444446,45.0,50.5,14.5,44.0,50.5,2,42,35,,2016-10-17 07:30:00,"[07:30:00,07:50:00)",1,49,42.0,30.0,1,0
1535,1,2016-10-17,17,18.482144965876728,3.6055512754639887,14.142135623730953,0,7,58,49,52,24.694444444444446,45.0,42.0,14.5,44.0,42.0,2,42,32,,2016-10-17 07:50:00,"[07:50:00,08:10:00)",1,44,49.0,42.0,1,0
1602,1,2016-10-18,18,17.800124843507266,5.131601439446885,4.242640687119285,0,6,56,25,31,22.88888888888889,19.33333333333333,28.0,13.5,18.0,28.0,3,15,25,,2016-10-18 06:10:00,"[06:10:00,06:30:00)",1,15,6.0,3.0,2,0
1603,1,2016-10-18,18,17.800124843507266,5.131601439446885,1.4142135623730951,0,6,56,25,37,22.88888888888889,19.33333333333333,36.0,13.5,18.0,36.0,3,15,35,,2016-10-18 06:30:00,"[06:30:00,06:50:00)",1,18,15.0,6.0,2,0
1604,1,2016-10-18,18,17.800124843507266,5.131601439446885,5.656854249492381,0,6,56,25,60,22.88888888888889,19.33333333333333,56.0,13.5,18.0,56.0,3,15,52,,2016-10-18 06:50:00,"[06:50:00,07:10:00)",1,25,18.0,15.0,2,0
1605,1,2016-10-18,18,17.800124843507266,7.094598884597588,3.5355339059327378,0,7,56,46,61,22.88888888888889,38.333333333333336,58.5,13.5,37.0,58.5,3,32,56,,2016-10-18 07:10:00,"[07:10:00,07:30:00)",1,32,25.0,18.0,2,0
1606,1,2016-10-18,18,17.800124843507266,7.094598884597588,4.242640687119285,0,7,56,46,97,22.88888888888889,38.333333333333336,94.0,13.5,37.0,94.0,3,32,91,,2016-10-18 07:30:00,"[07:30:00,07:50:00)",1,37,32.0,25.0,2,0
1607,1,2016-10-18,18,17.800124843507266,7.094598884597588,4.242640687119285,0,7,56,46,92,22.88888888888889,38.333333333333336,89.0,13.5,37.0,89.0,3,32,86,,2016-10-18 07:50:00,"[07:50:00,08:10:00)",1,46,37.0,32.0,2,0
1674,1,2016-10-19,19,17.300958389330873,8.831760866327848,0.0,0,6,59,32,3,23.472222222222218,20.0,3.0,13.0,19.5,3.0,1,10,3,,2016-10-19 06:10:00,"[06:10:00,06:30:00)",1,13,8.0,4.0,3,0
1675,1,2016-10-19,19,17.300958389330873,8.831760866327848,2.8284271247461903,0,6,59,32,8,23.472222222222218,20.0,6.0,13.0,19.5,6.0,1,10,4,,2016-10-19 06:30:00,"[06:30:00,06:50:00)",1,14,13.0,8.0,3,0
1676,1,2016-10-19,19,17.300958389330873,8.831760866327848,9.899494936611664,0,6,59,32,26,23.472222222222218,20.0,19.0,13.0,19.5,19.0,1,10,12,,2016-10-19 06:50:00,"[06:50:00,07:10:00)",1,25,14.0,13.0,3,0
1677,1,2016-10-19,19,17.300958389330873,7.501111028818777,4.949747468305833,0,7,59,50,31,23.472222222222218,38.333333333333336,27.5,13.0,37.0,27.5,1,28,24,,2016-10-19 07:10:00,"[07:10:00,07:30:00)",1,28,25.0,14.0,3,0
1678,1,2016-10-19,19,17.300958389330873,7.501111028818777,2.8284271247461903,0,7,59,50,32,23.472222222222218,38.333333333333336,30.0,13.0,37.0,30.0,1,28,28,,2016-10-19 07:30:00,"[07:30:00,07:50:00)",1,38,28.0,25.0,3,0
1679,1,2016-10-19,19,17.300958389330873,7.501111028818777,6.363961030678928,0,7,59,50,43,23.472222222222218,38.333333333333336,38.5,13.0,37.0,38.5,1,28,34,,2016-10-19 07:50:00,"[07:50:00,08:10:00)",1,50,38.0,28.0,3,0
1746,1,2016-10-20,20,20.603222129762266,8.148619514985345,2.8284271247461903,0,6,72,36,10,25.23611111111111,21.0,8.0,15.5,19.5,8.0,2,12,6,,2016-10-20 06:10:00,"[06:10:00,06:30:00)",1,12,9.0,2.0,4,0
1747,1,2016-10-20,20,20.603222129762266,8.148619514985345,2.1213203435596424,0,6,72,36,17,25.23611111111111,21.0,15.5,15.5,19.5,15.5,2,12,14,,2016-10-20 06:30:00,"[06:30:00,06:50:00)",1,22,12.0,9.0,4,0
1748,1,2016-10-20,20,20.603222129762266,8.148619514985345,5.656854249492381,0,6,72,36,25,25.23611111111111,21.0,21.0,15.5,19.5,21.0,2,12,17,,2016-10-20 06:50:00,"[06:50:00,07:10:00)",1,21,22.0,12.0,4,0
1749,1,2016-10-20,20,20.603222129762266,8.115828156551041,4.949747468305833,0,7,72,48,32,25.23611111111111,36.66666666666666,28.5,15.5,36.0,28.5,2,25,25,,2016-10-20 07:10:00,"[07:10:00,07:30:00)",1,25,21.0,22.0,4,0
1750,1,2016-10-20,20,20.603222129762266,8.115828156551041,2.1213203435596424,0,7,72,48,34,25.23611111111111,36.66666666666666,32.5,15.5,36.0,32.5,2,25,31,,2016-10-20 07:30:00,"[07:30:00,07:50:00)",1,37,25.0,21.0,4,0
1751,1,2016-10-20,20,20.603222129762266,8.115828156551041,4.949747468305833,0,7,72,48,45,25.23611111111111,36.66666666666666,41.5,15.5,36.0,41.5,2,25,38,,2016-10-20 07:50:00,"[07:50:00,08:10:00)",1,43,37.0,25.0,4,0
1818,1,2016-10-21,21,28.163475247706362,21.094233019161106,2.8284271247461903,0,6,117,61,9,29.45833333333333,35.166666666666664,7.0,19.0,29.0,7.0,3,15,5,,2016-10-21 06:10:00,"[06:10:00,06:30:00)",1,15,3.0,3.0,5,0
1819,1,2016-10-21,21,28.163475247706362,21.094233019161106,1.4142135623730951,0,6,117,61,11,29.45833333333333,35.166666666666664,10.0,19.0,29.0,10.0,3,15,9,,2016-10-21 06:30:00,"[06:30:00,06:50:00)",1,17,15.0,3.0,5,0
1820,1,2016-10-21,21,28.163475247706362,21.094233019161106,0.7071067811865476,0,6,117,61,20,29.45833333333333,35.166666666666664,19.5,19.0,29.0,19.5,3,15,19,,2016-10-21 06:50:00,"[06:50:00,07:10:00)",1,21,17.0,15.0,5,0
1821,1,2016-10-21,21,28.163475247706362,33.23502168897542,6.363961030678928,0,7,117,112,26,29.45833333333333,68.83333333333333,21.5,19.0,67.0,21.5,3,37,17,,2016-10-21 07:10:00,"[07:10:00,07:30:00)",1,38,21.0,17.0,5,0
1822,1,2016-10-21,21,28.163475247706362,33.23502168897542,5.656854249492381,0,7,117,112,35,29.45833333333333,68.83333333333333,31.0,19.0,67.0,31.0,3,37,27,,2016-10-21 07:30:00,"[07:30:00,07:50:00)",1,37,38.0,21.0,5,0
1823,1,2016-10-21,21,28.163475247706362,33.23502168897542,2.1213203435596424,0,7,117,112,34,29.45833333333333,68.83333333333333,32.5,19.0,67.0,32.5,3,37,31,,2016-10-21 07:50:00,"[07:50:00,08:10:00)",1,43,37.0,38.0,5,0
1890,1,2016-10-22,22,19.030322357072265,9.352361555600098,1.4142135623730951,0,6,63,31,11,23.375,17.666666666666668,10.0,11.0,16.5,10.0,2,8,9,,2016-10-22 06:10:00,"[06:10:00,06:30:00)",1,8,7.0,5.0,6,1
1891,1,2016-10-22,22,19.030322357072265,9.352361555600098,4.949747468305833,0,6,63,31,13,23.375,17.666666666666668,9.5,11.0,16.5,9.5,2,8,6,,2016-10-22 06:30:00,"[06:30:00,06:50:00)",1,17,8.0,7.0,6,1
1892,1,2016-10-22,22,19.030322357072265,9.352361555600098,1.4142135623730951,0,6,63,31,19,23.375,17.666666666666668,18.0,11.0,16.5,18.0,2,8,17,,2016-10-22 06:50:00,"[06:50:00,07:10:00)",1,16,17.0,8.0,6,1
1893,1,2016-10-22,22,19.030322357072265,9.338094023943002,3.5355339059327378,0,7,63,43,24,23.375,33.0,21.5,11.0,34.0,21.5,2,16,19,,2016-10-22 07:10:00,"[07:10:00,07:30:00)",1,16,16.0,17.0,6,1
1894,1,2016-10-22,22,19.030322357072265,9.338094023943002,3.5355339059327378,0,7,63,43,20,23.375,33.0,17.5,11.0,34.0,17.5,2,16,15,,2016-10-22 07:30:00,"[07:30:00,07:50:00)",1,32,16.0,16.0,6,1
1895,1,2016-10-22,22,19.030322357072265,9.338094023943002,3.5355339059327378,0,7,63,43,35,23.375,33.0,32.5,11.0,34.0,32.5,2,16,30,,2016-10-22 07:50:00,"[07:50:00,08:10:00)",1,36,32.0,16.0,6,1
1962,1,2016-10-23,23,18.462562042769104,8.430104783848577,2.8284271247461903,0,6,62,32,28,22.58333333333333,18.33333333333333,26.0,13.0,15.0,26.0,1,11,24,,2016-10-23 06:10:00,"[06:10:00,06:30:00)",1,13,6.0,1.0,7,1
1963,1,2016-10-23,23,18.462562042769104,8.430104783848577,9.192388155425117,0,6,62,32,41,22.58333333333333,18.33333333333333,34.5,13.0,15.0,34.5,1,11,28,,2016-10-23 06:30:00,"[06:30:00,06:50:00)",1,12,13.0,6.0,7,1
1964,1,2016-10-23,23,18.462562042769104,8.430104783848577,12.727922061357855,0,6,62,32,52,22.58333333333333,18.33333333333333,43.0,13.0,15.0,43.0,1,11,34,,2016-10-23 06:50:00,"[06:50:00,07:10:00)",1,11,12.0,13.0,7,1
1965,1,2016-10-23,23,18.462562042769104,9.813256340277675,14.142135623730953,0,7,62,45,72,22.58333333333333,34.5,62.0,13.0,34.0,62.0,1,19,52,,2016-10-23 07:10:00,"[07:10:00,07:30:00)",1,19,11.0,12.0,7,1
1966,1,2016-10-23,23,18.462562042769104,9.813256340277675,24.748737341529164,0,7,62,45,116,22.58333333333333,34.5,98.5,13.0,34.0,98.5,1,19,81,,2016-10-23 07:30:00,"[07:30:00,07:50:00)",1,30,19.0,11.0,7,1
1967,1,2016-10-23,23,18.462562042769104,9.813256340277675,20.506096654409877,0,7,62,45,125,22.58333333333333,34.5,110.5,13.0,34.0,110.5,1,19,96,,2016-10-23 07:50:00,"[07:50:00,08:10:00)",1,34,30.0,19.0,7,1
2034,1,2016-10-24,24,21.13900173532793,6.4316923641190025,5.656854249492381,0,6,75,30,30,26.29166666666667,21.83333333333333,26.0,18.5,22.0,26.0,3,11,22,,2016-10-24 06:10:00,"[06:10:00,06:30:00)",1,21,6.0,8.0,1,0
2035,1,2016-10-24,24,21.13900173532793,6.4316923641190025,4.242640687119285,0,6,75,30,31,26.29166666666667,21.83333333333333,28.0,18.5,22.0,28.0,3,11,25,,2016-10-24 06:30:00,"[06:30:00,06:50:00)",1,23,21.0,6.0,1,0
2036,1,2016-10-24,24,21.13900173532793,6.4316923641190025,2.8284271247461903,0,6,75,30,34,26.29166666666667,21.83333333333333,32.0,18.5,22.0,32.0,3,11,30,,2016-10-24 06:50:00,"[06:50:00,07:10:00)",1,30,23.0,21.0,1,0
2037,1,2016-10-24,24,21.13900173532793,6.5853372477547945,6.363961030678928,0,7,75,48,74,26.29166666666667,39.16666666666666,69.5,18.5,38.0,69.5,3,31,65,,2016-10-24 07:10:00,"[07:10:00,07:30:00)",1,35,30.0,23.0,1,0
2038,1,2016-10-24,24,21.13900173532793,6.5853372477547945,25.45584412271571,0,7,75,48,85,26.29166666666667,39.16666666666666,67.0,18.5,38.0,67.0,3,31,49,,2016-10-24 07:30:00,"[07:30:00,07:50:00)",1,45,35.0,30.0,1,0
2039,1,2016-10-24,24,21.13900173532793,6.5853372477547945,14.142135623730953,0,7,75,48,108,26.29166666666667,39.16666666666666,98.0,18.5,38.0,98.0,3,31,88,,2016-10-24 07:50:00,"[07:50:00,08:10:00)",1,48,45.0,35.0,1,0
2105,1,2016-09-19,19,42.33593020019156,8.358628276617322,0.7071067811865476,0,6,136,52,8,40.41666666666666,42.333333333333336,7.5,28.0,42.5,7.5,0,32,7,,2016-09-19 06:10:00,"[06:10:00,06:30:00)",2,41,24.0,13.0,1,0
2106,1,2016-09-19,19,42.33593020019156,8.358628276617322,2.1213203435596424,0,6,136,52,5,40.41666666666666,42.333333333333336,3.5,28.0,42.5,3.5,0,32,2,,2016-09-19 06:30:00,"[06:30:00,06:50:00)",2,34,41.0,24.0,1,0
2107,1,2016-09-19,19,42.33593020019156,8.358628276617322,0.7071067811865476,0,6,136,52,12,40.41666666666666,42.333333333333336,11.5,28.0,42.5,11.5,0,32,11,,2016-09-19 06:50:00,"[06:50:00,07:10:00)",2,52,34.0,41.0,1,0
2108,1,2016-09-19,19,42.33593020019156,11.303391821336934,6.363961030678928,0,7,136,112,17,40.41666666666666,101.16666666666669,12.5,28.0,104.5,12.5,0,81,8,,2016-09-19 07:10:00,"[07:10:00,07:30:00)",2,81,52.0,34.0,1,0
2109,1,2016-09-19,19,42.33593020019156,11.303391821336934,4.242640687119285,0,7,136,112,30,40.41666666666666,101.16666666666669,27.0,28.0,104.5,27.0,0,81,24,,2016-09-19 07:30:00,"[07:30:00,07:50:00)",2,96,81.0,52.0,1,0
2110,1,2016-09-19,19,42.33593020019156,11.303391821336934,3.5355339059327378,0,7,136,112,42,40.41666666666666,101.16666666666669,39.5,28.0,104.5,39.5,0,81,37,,2016-09-19 07:50:00,"[07:50:00,08:10:00)",2,106,96.0,81.0,1,0
2177,1,2016-09-20,20,42.44774934080906,21.621748310439653,8.48528137423857,0,6,122,74,21,40.361111111111114,41.5,15.0,23.5,32.5,15.0,0,22,9,,2016-09-20 06:10:00,"[06:10:00,06:30:00)",2,25,30.0,22.0,2,0
2178,1,2016-09-20,20,42.44774934080906,21.621748310439653,9.192388155425117,0,6,122,74,25,40.361111111111114,41.5,18.5,23.5,32.5,18.5,0,22,12,,2016-09-20 06:30:00,"[06:30:00,06:50:00)",2,34,25.0,30.0,2,0
2179,1,2016-09-20,20,42.44774934080906,21.621748310439653,11.31370849898476,0,6,122,74,31,40.361111111111114,41.5,23.0,23.5,32.5,23.0,0,22,15,,2016-09-20 06:50:00,"[06:50:00,07:10:00)",2,74,34.0,25.0,2,0
2180,1,2016-09-20,20,42.44774934080906,12.564500255349062,6.363961030678928,0,7,122,107,33,40.361111111111114,94.66666666666669,28.5,23.5,95.5,28.5,0,78,24,,2016-09-20 07:10:00,"[07:10:00,07:30:00)",2,85,74.0,34.0,2,0
2181,1,2016-09-20,20,42.44774934080906,12.564500255349062,9.192388155425117,0,7,122,107,48,40.361111111111114,94.66666666666669,41.5,23.5,95.5,41.5,0,78,35,,2016-09-20 07:30:00,"[07:30:00,07:50:00)",2,88,85.0,74.0,2,0
2182,1,2016-09-20,20,42.44774934080906,12.564500255349062,7.071067811865476,0,7,122,107,84,40.361111111111114,94.66666666666669,79.0,23.5,95.5,79.0,0,78,74,,2016-09-20 07:50:00,"[07:50:00,08:10:00)",2,107,88.0,85.0,2,0
2249,1,2016-09-21,21,37.151763364970456,16.024980499208105,0.7071067811865476,0,6,124,51,18,32.833333333333336,24.0,17.5,14.5,20.5,17.5,0,8,17,,2016-09-21 06:10:00,"[06:10:00,06:30:00)",2,11,2.0,8.0,3,0
2250,1,2016-09-21,21,37.151763364970456,16.024980499208105,2.1213203435596424,0,6,124,51,28,32.833333333333336,24.0,26.5,14.5,20.5,26.5,0,8,25,,2016-09-21 06:30:00,"[06:30:00,06:50:00)",2,8,11.0,2.0,3,0
2251,1,2016-09-21,21,37.151763364970456,16.024980499208105,0.7071067811865476,0,6,124,51,34,32.833333333333336,24.0,33.5,14.5,20.5,33.5,0,8,33,,2016-09-21 06:50:00,"[06:50:00,07:10:00)",2,24,8.0,11.0,3,0
2252,1,2016-09-21,21,37.151763364970456,25.5003267952916,1.4142135623730951,0,7,124,103,46,32.833333333333336,64.33333333333333,45.0,14.5,62.0,45.0,0,38,44,,2016-09-21 07:10:00,"[07:10:00,07:30:00)",2,42,24.0,8.0,3,0
2253,1,2016-09-21,21,37.151763364970456,25.5003267952916,2.8284271247461903,0,7,124,103,61,32.833333333333336,64.33333333333333,59.0,14.5,62.0,59.0,0,38,57,,2016-09-21 07:30:00,"[07:30:00,07:50:00)",2,49,42.0,24.0,3,0
2254,1,2016-09-21,21,37.151763364970456,25.5003267952916,1.4142135623730951,0,7,124,103,94,32.833333333333336,64.33333333333333,93.0,14.5,62.0,93.0,0,38,92,,2016-09-21 07:50:00,"[07:50:00,08:10:00)",2,38,49.0,42.0,3,0
2321,1,2016-09-22,22,35.75063335945958,9.772410142846034,4.242640687119285,0,6,111,48,16,34.68055555555556,32.5,13.0,23.5,32.0,13.0,0,18,10,,2016-09-22 06:10:00,"[06:10:00,06:30:00)",2,31,25.0,21.0,4,0
2322,1,2016-09-22,22,35.75063335945958,9.772410142846034,1.4142135623730951,0,6,111,48,17,34.68055555555556,32.5,16.0,23.5,32.0,16.0,0,18,15,,2016-09-22 06:30:00,"[06:30:00,06:50:00)",2,33,31.0,25.0,4,0
2323,1,2016-09-22,22,35.75063335945958,9.772410142846034,1.4142135623730951,0,6,111,48,34,34.68055555555556,32.5,33.0,23.5,32.0,33.0,0,18,32,,2016-09-22 06:50:00,"[06:50:00,07:10:00)",2,48,33.0,31.0,4,0
2324,1,2016-09-22,22,35.75063335945958,23.96664348631239,8.48528137423857,0,7,111,99,40,34.68055555555556,71.0,34.0,23.5,67.5,34.0,0,40,28,,2016-09-22 07:10:00,"[07:10:00,07:30:00)",2,74,48.0,33.0,4,0
2325,1,2016-09-22,22,35.75063335945958,23.96664348631239,12.020815280171306,0,7,111,99,55,34.68055555555556,71.0,46.5,23.5,67.5,46.5,0,40,38,,2016-09-22 07:30:00,"[07:30:00,07:50:00)",2,99,74.0,48.0,4,0
2326,1,2016-09-22,22,35.75063335945958,23.96664348631239,9.192388155425117,0,7,111,99,70,34.68055555555556,71.0,63.5,23.5,67.5,63.5,0,40,57,,2016-09-22 07:50:00,"[07:50:00,08:10:00)",2,98,99.0,74.0,4,0
2393,1,2016-09-23,23,35.84799896415362,19.253571097331527,1.4142135623730951,0,6,117,61,14,33.638888888888886,32.5,13.0,17.5,33.5,13.0,0,8,12,,2016-09-23 06:10:00,"[06:10:00,06:30:00)",2,34,28.0,18.0,5,0
2394,1,2016-09-23,23,35.84799896415362,19.253571097331527,0.0,0,6,117,61,25,33.638888888888886,32.5,25.0,17.5,33.5,25.0,0,8,25,,2016-09-23 06:30:00,"[06:30:00,06:50:00)",2,44,34.0,28.0,5,0
2395,1,2016-09-23,23,35.84799896415362,19.253571097331527,8.48528137423857,0,6,117,61,29,33.638888888888886,32.5,23.0,17.5,33.5,23.0,0,8,17,,2016-09-23 06:50:00,"[06:50:00,07:10:00)",2,61,44.0,34.0,5,0
2396,1,2016-09-23,23,35.84799896415362,33.140609529699354,10.606601717798213,0,7,117,100,43,33.638888888888886,67.5,35.5,17.5,70.5,35.5,0,32,28,,2016-09-23 07:10:00,"[07:10:00,07:30:00)",2,94,61.0,44.0,5,0
2397,1,2016-09-23,23,35.84799896415362,33.140609529699354,9.192388155425117,0,7,117,100,42,33.638888888888886,67.5,35.5,17.5,70.5,35.5,0,32,29,,2016-09-23 07:30:00,"[07:30:00,07:50:00)",2,100,94.0,61.0,5,0
2398,1,2016-09-23,23,35.84799896415362,33.140609529699354,27.577164466275352,0,7,117,100,80,33.638888888888886,67.5,60.5,17.5,70.5,60.5,0,32,41,,2016-09-23 07:50:00,"[07:50:00,08:10:00)",2,98,100.0,94.0,5,0
2465,1,2016-09-24,24,42.12682060261025,14.702607478493965,4.949747468305833,0,6,130,72,20,41.25,42.833333333333336,16.5,31.5,39.0,16.5,0,32,13,,2016-09-24 06:10:00,"[06:10:00,06:30:00)",2,34,17.0,16.0,6,1
2466,1,2016-09-24,24,42.12682060261025,14.702607478493965,2.8284271247461903,0,6,130,72,28,41.25,42.833333333333336,26.0,31.5,39.0,26.0,0,32,24,,2016-09-24 06:30:00,"[06:30:00,06:50:00)",2,40,34.0,17.0,6,1
2467,1,2016-09-24,24,42.12682060261025,14.702607478493965,9.192388155425117,0,6,130,72,41,41.25,42.833333333333336,34.5,31.5,39.0,34.5,0,32,28,,2016-09-24 06:50:00,"[06:50:00,07:10:00)",2,38,40.0,34.0,6,1
2468,1,2016-09-24,24,42.12682060261025,28.2465337106461,12.727922061357855,0,7,130,126,52,41.25,96.33333333333331,43.0,31.5,102.0,43.0,0,57,34,,2016-09-24 07:10:00,"[07:10:00,07:30:00)",2,57,38.0,40.0,6,1
2469,1,2016-09-24,24,42.12682060261025,28.2465337106461,14.142135623730953,0,7,130,126,72,41.25,96.33333333333331,62.0,31.5,102.0,62.0,0,57,52,,2016-09-24 07:30:00,"[07:30:00,07:50:00)",2,72,57.0,38.0,6,1
2470,1,2016-09-24,24,42.12682060261025,28.2465337106461,24.748737341529164,0,7,130,126,116,41.25,96.33333333333331,98.5,31.5,102.0,98.5,0,57,81,,2016-09-24 07:50:00,"[07:50:00,08:10:00)",2,88,72.0,57.0,6,1
2537,1,2016-09-25,25,38.11898664520272,6.6583281184793925,1.4142135623730951,0,6,101,29,22,36.16666666666666,24.66666666666667,21.0,21.0,28.0,21.0,0,17,20,,2016-09-25 06:10:00,"[06:10:00,06:30:00)",2,17,25.0,14.0,7,1
2538,1,2016-09-25,25,38.11898664520272,6.6583281184793925,5.656854249492381,0,6,101,29,30,36.16666666666666,24.66666666666667,26.0,21.0,28.0,26.0,0,17,22,,2016-09-25 06:30:00,"[06:30:00,06:50:00)",2,28,17.0,25.0,7,1
2539,1,2016-09-25,25,38.11898664520272,6.6583281184793925,4.242640687119285,0,6,101,29,31,36.16666666666666,24.66666666666667,28.0,21.0,28.0,28.0,0,17,25,,2016-09-25 06:50:00,"[06:50:00,07:10:00)",2,29,28.0,17.0,7,1
2540,1,2016-09-25,25,38.11898664520272,17.09775813764288,2.8284271247461903,0,7,101,72,34,36.16666666666666,52.33333333333334,32.0,21.0,44.0,32.0,0,41,30,,2016-09-25 07:10:00,"[07:10:00,07:30:00)",2,41,29.0,28.0,7,1
2541,1,2016-09-25,25,38.11898664520272,17.09775813764288,6.363961030678928,0,7,101,72,74,36.16666666666666,52.33333333333334,69.5,21.0,44.0,69.5,0,41,65,,2016-09-25 07:30:00,"[07:30:00,07:50:00)",2,44,41.0,29.0,7,1
2542,1,2016-09-25,25,38.11898664520272,17.09775813764288,25.45584412271571,0,7,101,72,85,36.16666666666666,52.33333333333334,67.0,21.0,44.0,67.0,0,41,49,,2016-09-25 07:50:00,"[07:50:00,08:10:00)",2,72,44.0,41.0,7,1
2609,1,2016-09-26,26,48.08288973963904,22.030282189144412,0.7071067811865476,0,6,134,72,8,44.75,50.66666666666666,7.5,28.0,52.0,7.5,0,28,7,,2016-09-26 06:10:00,"[06:10:00,06:30:00)",2,28,28.0,20.0,1,0
2610,1,2016-09-26,26,48.08288973963904,22.030282189144412,2.1213203435596424,0,6,134,72,5,44.75,50.66666666666666,3.5,28.0,52.0,3.5,0,28,2,,2016-09-26 06:30:00,"[06:30:00,06:50:00)",2,52,28.0,28.0,1,0
2611,1,2016-09-26,26,48.08288973963904,22.030282189144412,0.7071067811865476,0,6,134,72,12,44.75,50.66666666666666,11.5,28.0,52.0,11.5,0,28,11,,2016-09-26 06:50:00,"[06:50:00,07:10:00)",2,72,52.0,28.0,1,0
